No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,PEG,P/S,P/B,Price,Volume,EPS (ttm),EPS growth next year,EPS growth next 5 years,Total Debt/Equity,Beta,Institutional Ownership,RSI
1042,BOC,BOC Corp.,Technology,Internet Software,USA,6173717.81,38.08,0.60,5.88,2.74,31.25,"74,585",6.90,-9.52%,21.68%,0.96,0.78,1.44%,31.76
1043,BOD,BOD Corp.,Technology,Computer Hardware,USA,62738728.55,21.52,1.89,2.32,1.44,36.81,"76,206",-0.36,-13.50%,-10.50%,1.38,0.84,55.38%,75.01
1044,BOE,BOE Holdings Inc.,Technology,Semiconductor,USA,9889311.48,30.95,1.77,1.64,1.73,90.61,"2,199",3.79,41.02%,9.90%,0.41,1.02,42.72%,50.75
1045,BOF,BOF Corp.,Technology,Software,USA,10640230.64,20.81,,0.64,4.62,12.49,"35,785",-1.06,1.75%,25.21%,0.76,1.35,21.70%,46.14
1046,BOG,BOG Holdings Inc.,Technology,Internet Software,USA,835948.74,46.85,3.21,2.62,2.57,29.27,"264,232",-0.18,22.99%,21.42%,0.96,1.25,43.25%,59.83
1047,BOH,BOH Corp.,Technology,Computer Hardware,USA,25649407.40,11.66,1.76,1.75,4.00,63.72,"572,002",2.59,-2.75%,4.03%,0.41,1.70,37.36%,32.80
1048,BOI,BOI Holdings Inc.,Technology,Semiconductor,USA,1067132.89,16.24,0.62,2.66,7.81,12.75,"106,541",3.57,-9.29%,27.08%,0.64,1.84,33.24%,36.92
1049,BOJ,BOJ Holdings Inc.,Technology,Software,USA,427360.63,19.89,1.19,1.69,4.78,26.21,"19,376",5.49,29.09%,-7.03%,0.43,1.52,36.57%,57.00
1050,BOK,BOK Corp.,Technology,Internet Software,USA,4943952.59,36.02,,0.87,2.59,29.25,"21,856",5.00,9.62%,4.71%,1.57,1.11,76.01%,58.30
1051,BOL,BOL Corp.,Technology,Computer Hardware,USA,8079330.26,48.32,,1.51,1.33,68.56,"55,766",3.60,17.03%,23.45%,0.73,1.36,44.41%,63.97
1052,BOM,BOM Holdings Inc.,Technology,Semiconductor,USA,632158.61,28.72,3.36,3.06,1.69,25.40,"120,548",0.40,4.08%,21.90%,0.27,0.57,31.53%,68.22
1053,BON,BON Corp.,Technology,Software,USA,2037546.14,18.03,1.69,2.33,2.24,10.61,"412,805",1.46,9.91%,25.59%,0.70,2.14,27.20%,47.22
1054,BOO,BOO Holdings Inc.,Utilities,Electric Utilities,USA,4023677.77,45.45,1.98,,1.06,5.22,"828,553",4.01,3.79%,7.95%,0.30,1.46,47.72%,57.06
1055,BOP,BOP Holdings Inc.,Utilities,Gas Utilities,USA,4352881.26,14.15,2.45,2.39,4.16,7.88,"1,050,826",1.41,32.91%,6.67%,0.49,1.86,29.03%,78.46
1056,BOQ,BOQ Holdings Inc.,Utilities,Water Utilities,USA,1455330.17,16.23,2.16,,7.46,69.21,"50,385",5.79,12.97%,-5.54%,0.34,2.10,42.98%,66.82
1057,BOR,BOR Corp.,Utilities,Electric Utilities,USA,4571067.77,32.47,2.22,0.56,1.62,15.55,"37,456",4.24,12.63%,12.10%,0.37,0.63,48.48%,32.51
1058,BOS,BOS Holdings Inc.,Utilities,Gas Utilities,USA,2566714.12,60.32,2.43,3.16,0.81,40.11,"740,303",-0.76,-1.55%,4.45%,0.25,1.63,51.07%,28.13
1059,BOT,BOT Holdings Inc.,Utilities,Water Utilities,USA,3572035.65,27.94,2.66,1.54,1.92,30.23,"87,567",5.51,-1.33%,-5.79%,0.54,0.75,21.92%,48.19
1060,BOU,BOU Holdings Inc.,Utilities,Electric Utilities,USA,1923632.94,23.61,2.72,4.45,1.22,21.64,"38,473",0.46,-0.30%,20.36%,0.80,1.46,83.39%,35.05
1061,BOV,BOV Holdings Inc.,Utilities,Gas Utilities,USA,9631616.48,22.21,0.99,1.24,5.17,59.57,"961,871",-0.57,4.76%,10.74%,0.35,1.94,59.21%,58.14
1062,BOW,BOW Corp.,Utilities,Water Utilities,USA,317672.21,17.69,,1.05,2.83,27.50,"152,342",9.77,15.55%,-7.53%,0.33,0.77,19.44%,44.19
1063,BOX,BOX Corp.,Utilities,Electric Utilities,USA,2728010.20,20.17,3.28,2.50,1.80,14.93,"515,816",1.22,11.62%,6.69%,2.64,0.99,17.61%,38.09
1064,BOY,BOY Holdings Inc.,Utilities,Gas Utilities,USA,6260166.28,43.66,1.55,0.40,2.53,21.02,"266,615",-0.62,34.21%,26.68%,0.87,1.09,9.76%,50.75
1065,BOZ,BOZ Corp.,Utilities,Water Utilities,USA,7972824.75,37.73,1.31,2.63,1.55,44.42,"299,246",4.16,0.61%,0.68%,0.54,0.87,41.30%,39.03
1066,BPA,BPA Corp.,Utilities,Electric Utilities,USA,1037303.65,28.56,3.77,2.49,2.15,24.55,"483,720",1.73,3.37%,19.82%,0.52,1.23,33.08%,36.33
1067,BPB,BPB Holdings Inc.,Utilities,Gas Utilities,USA,351639.99,13.94,2.38,1.28,4.34,46.24,"1,766",6.78,10.68%,12.77%,0.88,1.84,39.18%,45.35
1068,BPC,BPC Corp.,Utilities,Water Utilities,USA,1772063.82,19.87,3.48,2.20,2.45,42.11,"10,297",-0.61,-6.69%,8.07%,0.43,1.05,39.77%,38.57
1069,BPD,BPD Holdings Inc.,Utilities,Electric Utilities,USA,27517896.83,25.97,1.23,2.99,2.34,62.90,"44,134",2.30,24.85%,-10.87%,1.22,1.25,27.44%,47.88
1070,BPE,BPE Holdings Inc.,Utilities,Gas Utilities,USA,22876029.68,8.07,0.85,1.94,3.02,46.35,"20,042",5.41,-0.29%,1.09%,1.00,1.22,22.36%,50.52
1071,BPF,BPF Holdings Inc.,Utilities,Water Utilities,USA,3556559.81,21.96,6.19,14.48,3.64,23.05,"17,193",0.23,15.71%,-3.32%,0.45,1.03,44.16%,76.35
1072,BPG,BPG Corp.,Utilities,Electric Utilities,USA,781346.85,24.82,1.95,3.26,1.74,52.73,"195,961",-2.08,28.97%,2.72%,1.10,1.13,17.72%,69.99
1073,BPH,BPH Corp.,Utilities,Gas Utilities,USA,4946515.79,10.92,2.60,1.48,2.92,22.68,"5,961",0.86,-26.43%,2.95%,0.50,1.21,46.39%,46.69
1074,BPI,BPI Holdings Inc.,Utilities,Water Utilities,USA,2286181.22,36.45,1.67,1.78,0.57,37.82,"701,250",4.59,4.59%,6.89%,0.55,0.66,67.44%,86.07
1075,BPJ,BPJ Holdings Inc.,Utilities,Electric Utilities,USA,758073.22,15.80,1.04,3.85,0.83,17.17,"169,167",1.88,-5.92%,23.03%,0.60,0.58,56.25%,87.53
1076,BPK,BPK Corp.,Utilities,Gas Utilities,USA,1968131.70,,2.62,2.45,6.80,63.90,"90,652",4.43,-9.71%,20.17%,0.22,1.34,32.55%,54.75
1077,BPL,BPL Corp.,Utilities,Water Utilities,USA,847264.66,14.74,,1.72,0.54,16.84,"137,950",4.67,-11.89%,4.52%,1.27,0.53,31.68%,54.66
1078,BPM,BPM Corp.,Utilities,Electric Utilities,Canada,11755592.57,,3.26,0.85,8.51,131.23,"67,749",-1.54,-9.89%,11.54%,0.55,0.49,36.73%,48.44
1079,BPN,BPN Corp.,Utilities,Gas Utilities,Canada,1462603.84,18.65,1.42,2.32,0.77,12.56,"17,123",1.10,-4.88%,18.68%,0.55,0.54,18.88%,56.81
1080,BPO,BPO Holdings Inc.,Utilities,Water Utilities,Canada,4409137.09,32.94,,1.59,3.54,23.91,"5,269",1.08,-10.51%,15.78%,1.38,2.20,41.03%,51.84
1081,BPP,BPP Corp.,Utilities,Electric Utilities,Canada,7287549.69,44.26,1.48,4.59,1.98,192.34,"30,040",2.43,7.41%,9.81%,0.19,1.08,18.02%,49.94
1082,BPQ,BPQ Corp.,Utilities,Gas Utilities,Canada,1810721.66,58.49,3.71,1.56,1.44,18.23,"105,270",1.97,9.32%,3.24%,1.34,0.38,24.28%,51.65
1083,BPR,BPR Holdings Inc.,Utilities,Water Utilities,Canada,5019301.67,6.92,,0.92,2.15,24.59,"25,954",0.07,25.40%,-10.32%,0.47,1.43,35.84%,36.45
1084,BPS,BPS Holdings Inc.,Utilities,Electric Utilities,Canada,30540238.57,80.94,,9.04,1.61,40.23,"45,561",-1.41,20.76%,-8.38%,1.07,0.64,25.61%,37.66
1085,BPT,BPT Corp.,Utilities,Gas Utilities,Canada,1682403.93,11.67,1.17,,2.29,14.31,"30,940",-3.27,26.09%,5.08%,1.63,1.14,49.13%,61.29
1086,BPU,BPU Corp.,Utilities,Water Utilities,UK,4486945.90,17.88,1.80,4.58,2.04,17.14,"58,374",1.73,3.81%,9.33%,0.22,1.90,33.35%,57.77
1087,BPV,BPV Holdings Inc.,Utilities,Electric Utilities,UK,24980150.43,17.18,2.44,1.31,1.62,159.76,"115,007",-8.15,24.19%,9.19%,0.34,0.60,37.30%,33.07
1088,BPW,BPW Corp.,Utilities,Gas Utilities,UK,15201243.83,21.21,2.70,,1.62,50.07,"6,461",-1.15,0.86%,7.23%,0.60,0.67,49.20%,42.72
1089,BPX,BPX Holdings Inc.,Utilities,Water Utilities,UK,1606572.74,32.11,1.26,1.74,0.78,27.34,"35,838",0.94,23.22%,5.10%,0.13,1.63,77.50%,71.42
1090,BPY,BPY Corp.,Utilities,Electric Utilities,UK,10997790.99,19.93,0.44,0.98,5.37,67.14,"10,508",3.67,23.63%,5.71%,0.54,1.42,13.75%,49.29
1091,BPZ,BPZ Holdings Inc.,Utilities,Gas Utilities,China,1296810.14,8.28,0.71,1.94,2.83,24.84,"37,951",8.03,8.91%,21.38%,0.95,0.47,22.55%,74.60
1092,BQA,BQA Holdings Inc.,Utilities,Water Utilities,China,2486762.42,48.36,7.95,0.97,4.09,22.97,"77,158",2.10,-3.78%,18.10%,0.25,1.18,53.62%,51.65
1093,BQB,BQB Holdings Inc.,Utilities,Electric Utilities,China,5836905.62,5.73,1.70,1.99,3.30,26.40,"4,306",2.86,-18.07%,22.33%,0.89,0.63,70.67%,54.76
1094,BQC,BQC Corp.,Utilities,Gas Utilities,China,3623796.06,40.18,9.94,2.92,2.37,18.19,"97,027",8.60,1.93%,8.01%,0.64,0.96,53.66%,33.96
1095,BQD,BQD Holdings Inc.,Utilities,Water Utilities,Chile,1077387.95,,10.46,1.66,2.54,14.20,"142,080",3.55,8.49%,6.66%,1.25,0.64,33.22%,71.81
1096,BQE,BQE Corp.,Utilities,Electric Utilities,Chile,18070814.09,16.10,1.40,2.03,3.10,60.25,"130,035",1.53,38.07%,4.47%,1.01,0.83,12.00%,62.53
1097,BQF,BQF Holdings Inc.,Utilities,Gas Utilities,Chile,60305915.39,18.99,,3.82,1.45,74.66,"46,243",4.09,3.83%,9.14%,0.53,1.18,30.88%,71.99
1098,BQG,BQG Corp.,Utilities,Water Utilities,Switzerland,17095812.13,37.00,2.45,0.85,0.66,94.64,"94,479",-1.22,23.81%,5.55%,0.64,0.73,69.05%,74.05
1099,BQH,BQH Corp.,Utilities,Electric Utilities,Switzerland,10545364.12,51.90,3.05,3.32,1.73,18.75,"24,681",3.60,14.16%,-11.57%,0.57,1.24,48.36%,54.13
1100,BQI,BQI Holdings Inc.,Utilities,Gas Utilities,USA,2411022.64,26.52,1.97,0.89,0.94,33.01,"27,569",-3.31,4.11%,25.64%,0.39,0.64,35.05%,54.37
1101,BRK-A,Berkshire Hathaway Inc.,Financial,Property & Casualty Insurance,USA,900000.00,22.00,1.80,2.10,1.60,172450.00,"2,500",18000.00,8.00%,7.00%,0.25,0.85,22.00%,55.00
