BookingNo,PackageCode,Description,Quantity,StayDate,UnitRate,GuestID,Destination
545533,TOU430,CANOPY ZIPLINE,4,05.07.2011 07:42,243.49,71416.0,United Kingdom
541663,FEE050,RESORT FEE,1,28.10.2011 12:09,93.15,71129.0,Spain
554202,PKG500,ALL-INCLUSIVE NIGHT,3,26.05.2011 13:40,19.72,74294.0,United Kingdom
542590,CXL000,CANCELLATION FEE,2,17.02.2011 12:38,102.7,71196.0,Mexico
543791,PKG500,ALL-INCLUSIVE NIGHT,7,10.08.2011 18:39,223.56,71290.0,Iceland
547742,TOU320,VOLCANO DAY TRIP,2,31.10.2011 07:22,72.77,71659.0,Mexico
543377,TIX100,PARK / ATTRACTION TICKET,2,17.07.2011 17:38,133.79,71257.0,Spain
C545031,TIX100,PARK / ATTRACTION TICKET,-3,12.02.2011 18:52,105.85,71381.0,Portugal
548841,TOU210,CITY WALKING TOUR,2,12.11.2011 22:05,48.31,,Mexico
553715,HTL101,HOTEL NIGHT GARDEN VIEW,2,31.03.2011 13:31,17.37,73966.0,Mexico
546856,CXL000,CANCELLATION FEE,1,10.09.2011 02:44,70.48,71512.0,Dominican Republic
551907,TOU540,SUNSET CATAMARAN,2,24.03.2011 05:30,87.24,,Dominican Republic
554132,TOU320,VOLCANO DAY TRIP,1,17.06.2011 18:00,35.95,74247.0,Costa Rica
547188,HTL101,HOTEL NIGHT GARDEN VIEW,1,23.10.2011 18:48,156.81,71535.0,Costa Rica
545480,HTL303,SUITE NIGHT,3,26.01.2011 08:13,983.77,71412.0,Peru
545338,TRF100,AIRPORT TRANSFER,2,01.01.2011 12:55,106.58,71402.0,Italy
541034,FNB220,DINNER EXPERIENCE,1,07.09.2011 13:49,2153.86,71079.0,France
548924,PKG500,ALL-INCLUSIVE NIGHT,7,08.10.2011 03:57,55.53,72265.0,Thailand
547061,TRF100,AIRPORT TRANSFER,1,12.08.2011 09:50,131.36,71526.0,Dominican Republic
547269,FEE050,RESORT FEE,3,01.08.2011 20:20,200.81,71540.0,Dominican Republic
540684,FNB220,DINNER EXPERIENCE,3,02.06.2011 03:08,48.8,,Mexico
543844,FEE050,RESORT FEE,2,04.02.2011 01:58,179.38,71293.0,United Kingdom
552427,HTL101,HOTEL NIGHT GARDEN VIEW,1,20.07.2011 18:00,120.24,73140.0,Mexico
544319,TOU540,SUNSET CATAMARAN,2,27.05.2011 20:40,66.59,71328.0,Italy
542123,HTL101,HOTEL NIGHT GARDEN VIEW,1,01.04.2011 20:42,126.34,71161.0,Greece
541881,TOU210,CITY WALKING TOUR,1,27.05.2011 18:45,330.46,71144.0,USA-Orlando
543624,TOU320,VOLCANO DAY TRIP,1,10.07.2011 10:46,204.83,71276.0,Dominican Republic
545580,PKG500,ALL-INCLUSIVE NIGHT,3,06.09.2011 03:34,50.79,71419.0,Costa Rica
551122,TOU540,SUNSET CATAMARAN,1,23.06.2011 05:45,321.3,72808.0,USA-Orlando
550016,TIX100,PARK / ATTRACTION TICKET,2,19.05.2011 02:11,128.03,72528.0,Thailand
547914,TRF100,AIRPORT TRANSFER,4,27.11.2011 18:00,46.4,,Dominican Republic
544164,TRF100,AIRPORT TRANSFER,1,28.08.2011 18:23,303.81,71315.0,Mexico
547373,HTL202,HOTEL NIGHT OCEAN VIEW,1,19.02.2011 00:14,136.16,71547.0,France
548144,FNB220,DINNER EXPERIENCE,1,01.11.2011 20:37,25.26,71866.0,Costa Rica
540643,SPA100,SPA TREATMENT,2,22.08.2011 01:13,95.08,71049.0,France
551572,TRF100,AIRPORT TRANSFER,1,31.03.2011 02:39,70.1,72924.0,Italy
544684,TIX100,PARK / ATTRACTION TICKET,1,16.03.2011 01:17,40.82,71354.0,Spain
543109,TOU540,SUNSET CATAMARAN,1,27.01.2011 00:22,80.28,71237.0,Dominican Republic
543919,TOU320,VOLCANO DAY TRIP,3,13.10.2011 05:53,269.6,71299.0,Costa Rica
543579,TOU430,CANOPY ZIPLINE,3,12.02.2011 22:57,448.72,71272.0,Italy
547528,TOU430,CANOPY ZIPLINE,4,19.02.2011 06:57,63.6,71557.0,Costa Rica
549742,TOU540,SUNSET CATAMARAN,2,31.08.2011 18:00,76.97,,Spain
549789,SPA100,SPA TREATMENT,1,05.06.2011 01:13,57.07,,Dominican Republic
543357,TOU540,SUNSET CATAMARAN,4,22.07.2011 05:44,210.48,71256.0,USA-Orlando
552113,FNB110,BREAKFAST PACKAGE,7,11.03.2011 17:18,71.92,73061.0,Costa Rica
541717,FNB110,BREAKFAST PACKAGE,4,23.04.2011 08:27,202.4,,Costa Rica
550948,TIX100,PARK / ATTRACTION TICKET,1,07.07.2011 16:57,36.97,,France
543667,FNB220,DINNER EXPERIENCE,1,10.04.2011 21:10,126.61,71279.0,Costa Rica
547292,CXL000,CANCELLATION FEE,1,03.09.2011 21:13,153.93,71542.0,Dominican Republic
546767,SPA100,SPA TREATMENT,1,06.01.2011 04:47,113.07,71507.0,Japan
551134,TOU430,CANOPY ZIPLINE,4,16.06.2011 18:19,65.38,,Mexico
553827,TOU210,CITY WALKING TOUR,1,28.03.2011 18:00,44.9,74045.0,France
544895,TOU320,VOLCANO DAY TRIP,2,21.01.2011 10:19,134.4,71371.0,Peru
542443,FNB220,DINNER EXPERIENCE,2,17.11.2011 18:00,90.54,71184.0,Costa Rica
549031,PKG500,ALL-INCLUSIVE NIGHT,1,06.06.2011 09:03,106.92,72294.0,Dominican Republic
549805,TOU320,VOLCANO DAY TRIP,2,31.03.2011 08:13,60.08,72478.0,USA-NYC
553496,HTL202,HOTEL NIGHT OCEAN VIEW,2,16.04.2011 18:00,21.95,73823.0,Spain
545410,HTL202,HOTEL NIGHT OCEAN VIEW,3,31.10.2011 21:16,169.24,71407.0,Spain
546622,TOU540,SUNSET CATAMARAN,1,11.11.2011 11:12,154.71,71496.0,Costa Rica
543869,FNB110,BREAKFAST PACKAGE,2,24.09.2011 18:11,80.45,71295.0,USA-Orlando
540010,FNB220,DINNER EXPERIENCE,2,07.12.2011 06:10,123.86,71000.0,USA-Orlando
540165,TIX100,PARK / ATTRACTION TICKET,1,21.03.2011 14:22,243.57,71013.0,USA-NYC
546068,TOU540,SUNSET CATAMARAN,3,14.07.2011 21:58,214.35,71454.0,Costa Rica
544651,TRF100,AIRPORT TRANSFER,1,21.11.2011 18:00,45.7,,Thailand
549980,TOU320,VOLCANO DAY TRIP,4,06.10.2011 18:00,89.16,72520.0,Spain
553897,FEE050,RESORT FEE,1,16.01.2011 18:00,42.79,74091.0,Dominican Republic
552403,TOU540,SUNSET CATAMARAN,1,26.04.2011 05:11,72.61,73135.0,USA-NYC
552970,FNB220,DINNER EXPERIENCE,7,08.06.2011 18:00,25.04,73457.0,Mexico
544406,FNB110,BREAKFAST PACKAGE,1,11.04.2011 04:44,182.15,71334.0,Costa Rica
C542369,TOU210,CITY WALKING TOUR,-1,11.09.2011 02:42,146.19,71179.0,Dominican Republic
552763,PKG500,ALL-INCLUSIVE NIGHT,1,11.04.2011 18:00,39.71,73314.0,Italy
546564,HTL202,HOTEL NIGHT OCEAN VIEW,4,30.07.2011 13:30,112.34,,Costa Rica
553510,FNB220,DINNER EXPERIENCE,1,20.07.2011 18:00,19.27,,USA-Orlando
553167,TOU320,VOLCANO DAY TRIP,2,30.06.2011 18:00,27.84,73596.0,Spain
548096,HTL101,HOTEL NIGHT GARDEN VIEW,1,17.10.2011 07:27,45.62,,France
543385,TOU430,CANOPY ZIPLINE,1,27.07.2011 13:53,117.65,71258.0,Costa Rica
544314,HTL202,HOTEL NIGHT OCEAN VIEW,1,10.04.2011 02:35,115.3,71327.0,USA-NYC
540211,PKG500,ALL-INCLUSIVE NIGHT,4,29.06.2011 09:22,82.99,71018.0,Mexico
550874,FNB110,BREAKFAST PACKAGE,1,20.07.2011 18:00,40.86,,Costa Rica
541666,FNB220,DINNER EXPERIENCE,1,29.03.2011 04:31,145.53,71129.0,Spain
543978,TRF100,AIRPORT TRANSFER,3,17.08.2011 00:05,117.04,71303.0,USA-Orlando
553828,PKG500,ALL-INCLUSIVE NIGHT,1,08.03.2011 18:00,30.56,74046.0,USA-NYC
543126,FNB220,DINNER EXPERIENCE,2,02.02.2011 05:57,109.61,71238.0,Greece
541555,TRF100,AIRPORT TRANSFER,1,24.07.2011 19:48,73.0,,USA-NYC
544536,HTL101,HOTEL NIGHT GARDEN VIEW,1,14.04.2011 20:21,91.5,,Costa Rica
C544744,TRF100,AIRPORT TRANSFER,-3,05.04.2011 20:43,106.62,71359.0,Mexico
546115,HTL101,HOTEL NIGHT GARDEN VIEW,3,02.03.2011 20:48,160.92,71458.0,Japan
547181,FEE050,RESORT FEE,1,25.11.2011 18:00,163.08,,Costa Rica
541594,FEE050,RESORT FEE,4,26.11.2011 07:36,101.63,71124.0,Dominican Republic
545108,TRF100,AIRPORT TRANSFER,2,06.08.2011 07:00,165.03,71386.0,Costa Rica
543759,FEE050,RESORT FEE,7,02.08.2011 07:35,83.41,71285.0,USA-NYC
543394,TIX100,PARK / ATTRACTION TICKET,3,26.09.2011 00:01,186.98,,Costa Rica
541353,PKG500,ALL-INCLUSIVE NIGHT,3,08.05.2011 17:28,2865.15,71105.0,Italy
541915,TOU540,SUNSET CATAMARAN,1,10.01.2011 04:35,1512.4,71146.0,USA-Orlando
541516,HTL101,HOTEL NIGHT GARDEN VIEW,1,17.03.2011 10:11,88.96,71118.0,Japan
546862,TOU430,CANOPY ZIPLINE,1,11.01.2011 16:39,61.15,71513.0,USA-NYC
547733,CXL000,CANCELLATION FEE,1,22.11.2011 18:00,37.25,,Italy
541933,TOU430,CANOPY ZIPLINE,1,13.01.2011 11:25,216.56,71147.0,Mexico
547393,CXL000,CANCELLATION FEE,2,27.07.2011 09:58,63.06,,USA-Orlando
550491,HTL202,HOTEL NIGHT OCEAN VIEW,1,29.07.2011 18:00,33.61,72652.0,Dominican Republic
542195,FEE050,RESORT FEE,4,06.10.2011 20:13,95.87,71166.0,Mexico
547959,TOU430,CANOPY ZIPLINE,2,04.12.2011 18:00,20.67,71774.0,Mexico
543001,TIX100,PARK / ATTRACTION TICKET,1,19.01.2011 21:22,225.25,71228.0,Mexico
550346,TRF100,AIRPORT TRANSFER,1,27.02.2011 17:28,54.76,72615.0,France
548757,HTL101,HOTEL NIGHT GARDEN VIEW,1,13.11.2011 18:00,35.92,,Mexico
540520,TOU540,SUNSET CATAMARAN,1,05.02.2011 18:32,181.35,71038.0,Dominican Republic
549499,FEE050,RESORT FEE,7,01.08.2011 18:00,69.63,,Portugal
540230,HTL303,SUITE NIGHT,7,15.02.2011 10:44,252.13,,Costa Rica
551980,HTL303,SUITE NIGHT,1,06.05.2011 15:52,68.49,,Spain
542194,HTL202,HOTEL NIGHT OCEAN VIEW,1,17.11.2011 05:00,50.17,71166.0,Mexico
544144,SPA100,SPA TREATMENT,1,12.07.2011 18:47,118.71,71314.0,Costa Rica
549211,TOU540,SUNSET CATAMARAN,1,13.04.2011 02:00,38.38,72333.0,Costa Rica
546311,SPA100,SPA TREATMENT,1,01.07.2011 07:28,128.24,71472.0,United Kingdom
541528,CXL000,CANCELLATION FEE,4,16.09.2011 17:33,72.8,71119.0,Mexico
545052,FNB110,BREAKFAST PACKAGE,3,16.04.2011 09:12,193.07,71382.0,France
540052,FNB220,DINNER EXPERIENCE,4,16.04.2011 07:31,60.97,,Italy
548790,FEE050,RESORT FEE,3,09.11.2011 18:00,24.6,,Italy
541755,HTL202,HOTEL NIGHT OCEAN VIEW,4,02.10.2011 21:51,108.51,71135.0,United Kingdom
544904,HTL202,HOTEL NIGHT OCEAN VIEW,3,15.04.2011 11:47,297.06,,Costa Rica
550287,CXL000,CANCELLATION FEE,2,29.07.2011 18:00,66.77,,Mexico
547724,TOU320,VOLCANO DAY TRIP,7,03.12.2011 18:00,38.13,71646.0,Italy
543758,TOU430,CANOPY ZIPLINE,1,25.05.2011 11:28,105.97,71285.0,USA-NYC
551565,HTL202,HOTEL NIGHT OCEAN VIEW,7,22.05.2011 17:16,85.09,72922.0,Costa Rica
548591,TIX100,PARK / ATTRACTION TICKET,2,12.11.2011 18:00,53.98,,Mexico
547831,TOU320,VOLCANO DAY TRIP,4,22.09.2011 11:31,24.67,71708.0,United Kingdom
544747,TOU210,CITY WALKING TOUR,1,05.02.2011 19:49,267.56,71359.0,Mexico
547330,TRF100,AIRPORT TRANSFER,3,29.03.2011 00:34,210.67,,France
551098,SPA100,SPA TREATMENT,1,23.03.2011 15:25,42.97,,Costa Rica
540468,TOU210,CITY WALKING TOUR,1,06.06.2011 14:17,79.53,,United Kingdom
549205,CXL000,CANCELLATION FEE,1,12.08.2011 17:45,68.22,72332.0,Costa Rica
543669,HTL202,HOTEL NIGHT OCEAN VIEW,1,09.09.2011 07:20,96.97,71279.0,Costa Rica
544096,HTL303,SUITE NIGHT,1,10.10.2011 19:45,118.02,71311.0,Dominican Republic
540347,HTL101,HOTEL NIGHT GARDEN VIEW,1,24.08.2011 09:12,2539.11,71027.0,United Kingdom
542328,HTL202,HOTEL NIGHT OCEAN VIEW,2,02.07.2011 21:02,43.0,71176.0,Italy
540990,TOU430,CANOPY ZIPLINE,1,27.09.2011 18:31,309.32,,USA-Orlando
553965,CXL000,CANCELLATION FEE,2,20.12.2010 22:19,25.44,74138.0,United Kingdom
541483,FNB110,BREAKFAST PACKAGE,3,12.10.2011 13:18,148.15,71114.0,Costa Rica
548907,CXL000,CANCELLATION FEE,1,23.09.2011 13:30,26.7,72256.0,Costa Rica
540009,TOU210,CITY WALKING TOUR,1,19.08.2011 02:43,134.5,71000.0,USA-Orlando
542788,CXL000,CANCELLATION FEE,1,27.07.2011 16:36,85.51,71211.0,Mexico
541668,SPA100,SPA TREATMENT,2,18.05.2011 14:36,150.4,71129.0,Spain
548164,HTL202,HOTEL NIGHT OCEAN VIEW,1,24.11.2011 18:00,36.87,,Costa Rica
546276,PKG500,ALL-INCLUSIVE NIGHT,1,11.10.2011 11:58,149.32,71469.0,Mexico
551758,PKG500,ALL-INCLUSIVE NIGHT,1,15.07.2011 18:00,143.19,72969.0,Dominican Republic
547843,TIX100,PARK / ATTRACTION TICKET,1,03.12.2011 18:00,34.3,71714.0,France
543942,PKG500,ALL-INCLUSIVE NIGHT,2,01.11.2011 13:49,195.44,,Mexico
540285,CXL000,CANCELLATION FEE,1,14.08.2011 06:11,150.21,,United Kingdom
550781,TRF100,AIRPORT TRANSFER,1,24.09.2011 18:00,142.57,72724.0,Mexico
545748,TOU320,VOLCANO DAY TRIP,1,29.03.2011 23:05,52.53,71432.0,Mexico
550981,HTL101,HOTEL NIGHT GARDEN VIEW,4,17.06.2011 09:22,72.59,,Dominican Republic
548636,HTL202,HOTEL NIGHT OCEAN VIEW,1,11.11.2011 18:00,24.29,72117.0,Japan
542391,TIX100,PARK / ATTRACTION TICKET,1,17.05.2011 21:51,63.33,71181.0,United Kingdom
541875,HTL101,HOTEL NIGHT GARDEN VIEW,1,01.07.2011 16:14,150.88,71143.0,Italy
549022,TRF100,AIRPORT TRANSFER,1,27.04.2011 03:30,61.82,72291.0,Greece
550343,TOU430,CANOPY ZIPLINE,1,01.02.2011 05:50,120.15,,Italy
546527,PKG500,ALL-INCLUSIVE NIGHT,4,27.05.2011 13:15,114.32,71489.0,Mexico
552387,TOU540,SUNSET CATAMARAN,1,28.02.2011 18:10,64.65,,Costa Rica
552156,SPA100,SPA TREATMENT,4,30.04.2011 08:57,64.26,73073.0,Mexico
544877,HTL303,SUITE NIGHT,1,21.02.2011 13:58,207.57,71370.0,Spain
544899,PKG500,ALL-INCLUSIVE NIGHT,1,08.12.2011 18:00,46.56,71371.0,Peru
551095,HTL101,HOTEL NIGHT GARDEN VIEW,2,11.06.2011 13:48,32.17,72802.0,Costa Rica
542261,TOU210,CITY WALKING TOUR,1,10.06.2011 19:09,328.38,,Mexico
540495,HTL303,SUITE NIGHT,3,02.06.2011 17:42,133.1,71036.0,Portugal
542190,TRF100,AIRPORT TRANSFER,2,24.01.2011 06:49,193.42,71166.0,Mexico
549019,CXL000,CANCELLATION FEE,1,18.05.2011 05:21,87.08,72290.0,Italy
547836,FEE050,RESORT FEE,1,03.12.2011 18:00,89.85,71711.0,USA-Orlando
543655,HTL101,HOTEL NIGHT GARDEN VIEW,1,23.01.2011 18:54,115.24,71278.0,Iceland
542209,PKG500,ALL-INCLUSIVE NIGHT,7,29.04.2011 05:23,151.9,,United Kingdom
543714,TIX100,PARK / ATTRACTION TICKET,1,16.11.2011 09:44,636.38,,United Kingdom
541866,PKG500,ALL-INCLUSIVE NIGHT,2,30.10.2011 23:53,70.71,71143.0,Italy
551400,TRF100,AIRPORT TRANSFER,1,03.08.2011 01:37,167.89,72879.0,Mexico
548000,FNB220,DINNER EXPERIENCE,1,24.11.2011 18:00,52.37,,Italy
543088,TIX100,PARK / ATTRACTION TICKET,1,25.03.2011 03:43,150.09,71235.0,Mexico
553425,HTL303,SUITE NIGHT,1,25.03.2011 18:00,32.91,73775.0,Japan
544103,TOU320,VOLCANO DAY TRIP,1,15.09.2011 02:57,272.35,71311.0,Dominican Republic
553507,PKG500,ALL-INCLUSIVE NIGHT,1,10.04.2011 18:00,32.94,,Spain
551489,TOU320,VOLCANO DAY TRIP,2,20.08.2011 18:00,59.13,72901.0,Dominican Republic
546317,HTL101,HOTEL NIGHT GARDEN VIEW,2,05.11.2011 06:06,92.81,71472.0,United Kingdom
542494,FEE050,RESORT FEE,1,16.07.2011 21:51,1799.5,,Costa Rica
552070,TIX100,PARK / ATTRACTION TICKET,4,27.04.2011 01:54,62.32,73051.0,Costa Rica
549316,SPA100,SPA TREATMENT,3,17.02.2011 10:24,92.21,72360.0,Costa Rica
554285,FNB220,DINNER EXPERIENCE,2,03.04.2011 11:57,25.49,74353.0,Mexico
542914,HTL202,HOTEL NIGHT OCEAN VIEW,4,04.12.2011 18:00,119.56,,Peru
550819,FEE050,RESORT FEE,2,25.08.2011 18:00,49.48,72735.0,Dominican Republic
543545,TIX100,PARK / ATTRACTION TICKET,1,02.10.2011 17:42,2558.48,71269.0,USA-NYC
549060,SPA100,SPA TREATMENT,1,28.02.2011 04:17,137.09,,Portugal
543954,CXL000,CANCELLATION FEE,1,05.01.2011 03:48,176.23,71301.0,Costa Rica
550444,FNB110,BREAKFAST PACKAGE,1,29.03.2011 16:55,92.97,,Japan
544998,FNB110,BREAKFAST PACKAGE,1,26.11.2011 18:00,206.33,71378.0,Mexico
548772,SPA100,SPA TREATMENT,2,09.11.2011 15:22,65.72,72189.0,Costa Rica
541180,TOU430,CANOPY ZIPLINE,1,23.04.2011 22:16,207.2,,Dominican Republic
543184,HTL202,HOTEL NIGHT OCEAN VIEW,2,09.07.2011 03:46,176.82,,Dominican Republic
546850,TOU210,CITY WALKING TOUR,1,31.05.2011 15:27,411.37,71512.0,Dominican Republic
548677,CXL000,CANCELLATION FEE,7,10.11.2011 18:00,40.73,,Costa Rica
543048,TOU210,CITY WALKING TOUR,4,04.08.2011 15:32,107.36,71233.0,Mexico
543888,TOU430,,1,20.10.2011 06:50,191.93,71296.0,Greece
552932,FNB220,DINNER EXPERIENCE,1,29.01.2011 18:00,16.59,73431.0,Dominican Republic
540019,TOU210,CITY WALKING TOUR,1,18.09.2011 06:58,223.51,,Mexico
553233,FNB220,DINNER EXPERIENCE,2,23.06.2011 18:00,9.36,73638.0,Costa Rica
542010,FEE050,RESORT FEE,3,16.08.2011 21:23,78.06,71152.0,Mexico
542907,FNB110,BREAKFAST PACKAGE,1,24.09.2011 22:10,182.99,,Peru
543783,TRF100,AIRPORT TRANSFER,3,23.10.2011 20:31,0.0,71289.0,Spain
550906,FNB220,DINNER EXPERIENCE,1,24.01.2011 12:03,30.78,72759.0,Peru
549678,TOU320,VOLCANO DAY TRIP,1,24.08.2011 05:27,46.62,72445.0,USA-Orlando
552291,FEE050,RESORT FEE,3,02.09.2011 18:00,45.9,73104.0,Spain
552172,TRF100,AIRPORT TRANSFER,4,16.05.2011 02:46,97.23,73078.0,Mexico
553325,CXL000,CANCELLATION FEE,1,26.05.2011 18:00,29.39,,Thailand
550598,HTL303,SUITE NIGHT,1,25.09.2011 18:00,80.05,72681.0,United Kingdom
546572,HTL101,HOTEL NIGHT GARDEN VIEW,2,18.11.2011 18:00,574.26,71492.0,Costa Rica
542324,TOU210,CITY WALKING TOUR,2,06.02.2011 09:50,42.03,71176.0,Italy
C548458,TOU210,CITY WALKING TOUR,-3,04.12.2011 18:00,34.73,72034.0,USA-NYC
545586,TOU430,CANOPY ZIPLINE,1,18.05.2011 20:20,130.31,71419.0,Costa Rica
548941,FEE050,RESORT FEE,2,13.02.2011 17:02,63.85,72271.0,USA-NYC
547397,SPA100,SPA TREATMENT,1,27.07.2011 07:35,107.34,71549.0,USA-Orlando
548683,TOU540,SUNSET CATAMARAN,4,02.10.2011 03:04,84.81,,Spain
541893,TOU430,CANOPY ZIPLINE,1,07.04.2011 06:44,51.82,71145.0,Mexico
546174,CXL000,CANCELLATION FEE,1,12.04.2011 23:19,191.19,71462.0,Costa Rica
552733,SPA100,SPA TREATMENT,1,29.12.2010 05:04,16.91,73295.0,USA-NYC
546904,FEE050,RESORT FEE,1,04.01.2011 17:38,141.99,71515.0,Italy
552193,FNB220,DINNER EXPERIENCE,2,07.04.2011 05:35,108.81,73083.0,Mexico
542421,PKG500,ALL-INCLUSIVE NIGHT,1,08.02.2011 16:59,50.13,,Mexico
553487,HTL202,HOTEL NIGHT OCEAN VIEW,1,13.12.2010 19:41,22.1,,Portugal
547862,PKG500,ALL-INCLUSIVE NIGHT,2,08.11.2011 18:00,37.97,71723.0,Dominican Republic
551322,TOU430,CANOPY ZIPLINE,1,30.09.2011 18:00,57.91,72859.0,Costa Rica
551380,PKG500,ALL-INCLUSIVE NIGHT,1,18.03.2011 15:50,44.56,72873.0,France
545342,HTL101,HOTEL NIGHT GARDEN VIEW,1,02.06.2011 09:33,231.55,,Italy
553770,TOU210,CITY WALKING TOUR,1,07.06.2011 18:00,20.69,74007.0,Costa Rica
552905,TOU320,VOLCANO DAY TRIP,1,22.07.2011 18:00,21.36,,Costa Rica
554336,TOU320,VOLCANO DAY TRIP,1,24.01.2011 22:45,33.47,74388.0,France
541224,TIX100,PARK / ATTRACTION TICKET,1,06.02.2011 08:23,187.61,71094.0,France
549869,TOU540,SUNSET CATAMARAN,1,21.01.2011 14:44,86.04,72494.0,Costa Rica
544534,HTL101,HOTEL NIGHT GARDEN VIEW,7,04.12.2011 00:22,135.69,71342.0,Costa Rica
546486,TOU540,SUNSET CATAMARAN,1,22.07.2011 19:54,57.35,71485.0,Spain
546655,HTL202,HOTEL NIGHT OCEAN VIEW,1,29.01.2011 05:17,102.42,71499.0,Dominican Republic
541655,TRF100,AIRPORT TRANSFER,7,22.11.2011 18:00,113.33,71128.0,Iceland
553317,TOU320,VOLCANO DAY TRIP,1,16.12.2010 18:00,21.64,73697.0,Costa Rica
554120,TOU540,SUNSET CATAMARAN,2,18.04.2011 18:00,20.41,74239.0,Dominican Republic
544002,TOU320,VOLCANO DAY TRIP,1,21.01.2011 07:05,142.36,71305.0,Dominican Republic
553232,CXL000,CANCELLATION FEE,1,14.12.2010 16:38,10.65,73638.0,Costa Rica
549717,FNB220,DINNER EXPERIENCE,3,29.07.2011 20:58,58.13,72456.0,Japan
550631,HTL202,HOTEL NIGHT OCEAN VIEW,3,16.01.2011 18:01,86.95,72689.0,Costa Rica
546372,TOU430,CANOPY ZIPLINE,1,12.06.2011 17:53,68.49,,Mexico
551123,TRF100,AIRPORT TRANSFER,2,17.04.2011 18:45,129.06,72808.0,USA-Orlando
544613,HTL202,HOTEL NIGHT OCEAN VIEW,3,07.09.2011 13:36,152.64,71349.0,France
552767,FNB110,BREAKFAST PACKAGE,2,03.06.2011 02:42,18.69,73317.0,Spain
548991,TOU320,VOLCANO DAY TRIP,1,17.03.2011 03:05,77.8,72282.0,Italy
542082,SPA100,SPA TREATMENT,1,20.05.2011 17:42,285.81,71158.0,Peru
549460,TOU320,VOLCANO DAY TRIP,1,15.08.2011 17:54,152.24,72395.0,USA-NYC
544104,TRF100,AIRPORT TRANSFER,4,16.11.2011 18:00,84.5,71311.0,Dominican Republic
551790,HTL101,HOTEL NIGHT GARDEN VIEW,1,28.08.2011 18:00,67.3,72978.0,United Kingdom
552519,HTL303,SUITE NIGHT,1,09.10.2011 18:00,87.75,,USA-NYC
551583,TOU430,CANOPY ZIPLINE,2,02.08.2011 18:00,36.45,72925.0,France
548632,TOU210,CITY WALKING TOUR,1,17.11.2011 18:00,74.86,72115.0,Mexico
552813,TIX100,PARK / ATTRACTION TICKET,3,29.04.2011 18:00,26.83,73350.0,USA-Orlando
548816,PKG500,ALL-INCLUSIVE NIGHT,1,10.11.2011 18:00,43.15,72208.0,Dominican Republic
545730,FNB220,DINNER EXPERIENCE,1,28.10.2011 15:54,264.52,71431.0,Costa Rica
547240,HTL202,HOTEL NIGHT OCEAN VIEW,1,08.09.2011 20:49,101.23,71538.0,Greece
553660,CXL000,CANCELLATION FEE,1,20.04.2011 18:11,12.83,,United Kingdom
544190,HTL303,SUITE NIGHT,1,30.11.2011 18:00,2314.84,71316.0,United Kingdom
552138,CXL000,CANCELLATION FEE,1,14.08.2011 07:41,49.84,73068.0,Thailand
544941,TOU320,VOLCANO DAY TRIP,3,03.11.2011 13:48,1381.47,,Japan
547114,HTL101,HOTEL NIGHT GARDEN VIEW,4,11.01.2011 07:00,122.57,71530.0,Costa Rica
548607,TRF100,AIRPORT TRANSFER,1,23.11.2011 18:00,63.0,72103.0,Costa Rica
540209,SPA100,SPA TREATMENT,2,02.01.2011 16:05,37.71,71017.0,USA-NYC
541199,TOU430,CANOPY ZIPLINE,4,13.01.2011 23:05,101.54,71092.0,Spain
541504,TOU430,CANOPY ZIPLINE,1,06.08.2011 09:22,59.84,71116.0,Costa Rica
544005,HTL303,SUITE NIGHT,3,30.04.2011 06:34,66.0,71305.0,Dominican Republic
544377,CXL000,CANCELLATION FEE,2,11.06.2011 14:20,5066.56,71332.0,Mexico
546038,HTL303,SUITE NIGHT,1,03.06.2011 11:50,117.79,71452.0,Costa Rica
549322,HTL202,HOTEL NIGHT OCEAN VIEW,4,30.07.2011 05:48,48.55,,Costa Rica
543851,CXL000,CANCELLATION FEE,1,05.07.2011 21:27,203.45,71293.0,United Kingdom
542437,CXL000,CANCELLATION FEE,2,25.09.2011 04:52,164.75,71184.0,Costa Rica
547092,FNB220,DINNER EXPERIENCE,1,24.10.2011 00:01,57.12,71529.0,Greece
542299,FNB110,,1,09.01.2011 22:30,218.71,71174.0,Spain
541157,TOU430,CANOPY ZIPLINE,2,08.12.2011 18:00,150.74,71088.0,Costa Rica
551130,PKG500,ALL-INCLUSIVE NIGHT,1,14.08.2011 18:00,78.73,,Italy
547557,HTL101,HOTEL NIGHT GARDEN VIEW,7,06.11.2011 22:56,39.55,,Costa Rica
544155,FNB220,DINNER EXPERIENCE,1,04.05.2011 02:05,385.72,71314.0,Costa Rica
548712,TOU210,CITY WALKING TOUR,1,17.10.2011 23:08,20.98,72161.0,United Kingdom
541351,SPA100,SPA TREATMENT,1,21.01.2011 22:00,131.69,71104.0,France
545867,TOU210,CITY WALKING TOUR,1,09.05.2011 00:45,222.92,71440.0,France
541036,FNB220,DINNER EXPERIENCE,1,29.07.2011 22:21,2685.99,71079.0,France
546887,HTL202,HOTEL NIGHT OCEAN VIEW,7,01.11.2011 15:09,252.06,71514.0,Spain
544764,TOU540,SUNSET CATAMARAN,1,27.02.2011 17:50,44.29,71360.0,Japan
544113,TOU320,VOLCANO DAY TRIP,2,24.03.2011 05:43,162.48,71312.0,Mexico
542924,TOU430,CANOPY ZIPLINE,1,12.01.2011 03:58,111.18,71222.0,Thailand
