country,region,year,quarter,income_group,primary_export_sector,currency_regime,imf_program_active,population,gdp_per_capita_usd,exports_pct_gdp,imports_pct_gdp,tourism_arrivals_millions,tourism_revenue_pct_gdp,fdi_inflow_pct_gdp,inflation_rate_pct,unemployment_rate_pct,central_bank_rate_pct,government_debt_pct_gdp,fiscal_balance_pct_gdp,trade_balance_pct_gdp,commodity_export_price_index,exchange_rate_volatility_index,education_spending_pct_gdp,political_stability_index,natural_disaster_event,disaster_damage_pct_gdp,imf_next_year_growth_forecast_pct,gdp_growth_rate_pct
JAMAICA,Caribbean,2016,Q3,Upper middle income,Tourism & Services,Floating,No,"2,748,759 people","$6,430",34.4%,41.9%,1.63 million visitors,6.0%,3.4%,5.0%,4.4%,8.3%,99.3%,(4.1%),(5.5%),114.3,37.1,5.9%,-0.12,No,..,2.2%,1.0%
BELIZE,Central America,2016,Q1,Upper middle income,Tourism & Services,Pegged (Dollarized),No,"419,204 people","$5,504",37.3%,39.2%,3.11 million visitors,5.6%,(0.6%),6.8%,11.3%,10.7%,89.1%,(5.5%),(2.9%),82.6,9.1,6.8%,-0.44,No,..,0.4%,1.8%
GUATEMALA,Central America,2021,Q2,Upper middle income,Agriculture & Agro-exports,Floating,No,"16,501,996 people","$3,954",30.9%,33.9%,0.16 million visitors,2.5%,7.1%,4.9%,4.3%,6.4%,45.3%,(0.9%),(3.3%),100.1,32.4,5.0%,-0.1,No,..,0.4%,0.4%
BOLIVIA,South America,2022,Q3,Lower middle income,Mining & Extractives,Managed Float,No,"11,494,876 people","$4,741",34.6%,31.0%,0.33 million visitors,0.5%,3.5%,6.5%,9.8%,7.7%,50.6%,(5.1%),1.4%,74.9,30.1,2.9%,-0.42,No,..,0.7%,2.5%
GUATEMALA,Central America,2003,Q4,Upper middle income,Agriculture & Agro-exports,Floating,No,"16,590,088 people","$5,728",48.0%,57.2%,1.27 million visitors,1.3%,4.3%,3.8%,11.6%,5.8%,35.9%,(0.9%),(8.9%),101.5,22.7,5.8%,-0.27,No,..,4.0%,3.1%
Jamaica,Caribbean,2011,Q4,Upper middle income,Tourism & Services,Floating,No,"2,749,180 people","$6,252",28.5%,27.3%,3.19 million visitors,6.5%,3.9%,5.7%,3.5%,7.3%,95.0%,(2.4%),2.4%,109.4,33.2,4.8%,-0.17,No,..,0.1%,1.5%
honduras,Central America,2016,Q1,Lower middle income,Agriculture & Agro-exports,Floating,No,"9,510,032 people","$2,720",36.3%,42.5%,0.37 million visitors,1.7%,1.1%,8.6%,3.9%,10.0%,53.9%,(5.1%),(6.6%),87.0,31.7,6.2%,-1.23,Yes,1.0%,0.4%,0.3%
costa rica,Central America,2017,Q1,Upper middle income,Tourism & Services,Managed Float,No,"4,917,852 people","$12,488",35.3%,44.2%,3.67 million visitors,11.3%,4.3%,5.0%,6.2%,6.7%,54.0%,(0.7%),(7.1%),89.7,33.1,4.9%,0.87,No,..,4.8%,4.6%
honduras,Central America,2006,Q2,Lower middle income,Agriculture & Agro-exports,Floating,No,"9,494,421 people","$2,954",39.5%,41.1%,0.05 million visitors,3.8%,1.3%,5.3%,11.0%,7.1%,46.1%,(2.6%),(3.0%),99.5,41.9,4.7%,-0.55,No,..,1.7%,0.9%
el salvador,Central America,2008,Q3,Lower middle income,Manufacturing & Trade,Pegged (Dollarized),No,"6,321,940 people","$3,549",35.6%,45.1%,1.18 million visitors,0.6%,3.2%,2.5%,12.2%,4.0%,76.8%,(3.7%),(9.6%),94.4,27.8,5.3%,-0.45,No,..,(1.0%),(0.2%)
Costa Rica,Central America,2004,Q4,Upper middle income,Tourism & Services,Managed Float,No,"4,992,055 people","$12,732",34.7%,47.7%,3.10 million visitors,8.9%,(0.1%),2.1%,6.9%,2.3%,48.8%,(4.5%),(14.3%),98.1,44.4,4.0%,0.84,No,..,2.0%,2.7%
 El Salvador ,Central America,2016,Q2,Lower middle income,Manufacturing & Trade,Pegged (Dollarized),No,"6,337,530 people","$4,162",33.1%,38.5%,1.40 million visitors,1.3%,3.0%,5.4%,6.5%,8.0%,83.3%,(1.8%),(4.4%),91.0,6.2,5.8%,-0.23,No,..,1.2%,1.1%
Guyana,South America,2016,Q2,High income,Mining & Extractives,Floating,No,"782,866 people","$14,262",42.0%,40.5%,0.37 million visitors,0.5%,1.0%,8.7%,4.8%,11.2%,38.2%,(1.1%),1.1%,110.0,22.9,3.9%,-0.15,No,..,9.7%,11.2%
PARAGUAY,South America,2013,Q3,Upper middle income,Agriculture & Agro-exports,Managed Float,No,"6,873,876 people","$6,635",32.4%,43.2%,0.99 million visitors,2.6%,3.0%,5.0%,13.0%,7.4%,30.5%,1.0%,(13.0%),116.6,53.7,5.3%,0.19,No,..,3.3%,4.9%
DOMINICAN REPUBLIC,Caribbean,2014,Q3,Upper middle income,Tourism & Services,Managed Float,No,"10,832,252 people","$7,908",33.6%,43.4%,2.80 million visitors,5.5%,0.2%,3.3%,2.2%,5.5%,48.1%,(2.2%),(10.7%),94.5,40.7,..,0.27,No,..,4.8%,4.9%
nicaragua,Central America,2007,Q3,Lower middle income,Agriculture & Agro-exports,Managed Float,No,"6,438,112 people","$1,515",34.7%,39.0%,0.93 million visitors,4.4%,7.7%,4.4%,9.4%,6.7%,38.1%,(2.7%),(4.4%),95.4,50.5,3.7%,-1.2,No,..,1.5%,1.9%
Uruguay,South America,2014,Q3,High income,Agriculture & Agro-exports,Floating,No,"3,487,891 people","$16,575",38.5%,43.1%,1.82 million visitors,5.8%,2.4%,4.5%,8.8%,4.7%,74.6%,(6.5%),(4.4%),90.1,24.3,4.2%,1.03,No,..,2.3%,3.0%
 Guatemala ,Central America,2017,Q1,Upper middle income,Agriculture & Agro-exports,Floating,No,"16,529,183 people","$5,781",40.9%,43.5%,0.87 million visitors,4.6%,3.2%,8.7%,10.8%,10.6%,46.7%,(5.9%),(3.2%),115.0,31.4,3.4%,-0.42,No,..,1.0%,0.5%
 Bolivia ,South America,2004,Q1,Lower middle income,Mining & Extractives,Managed Float,No,"11,504,432 people","$3,088",44.5%,47.7%,0.05 million visitors,0.5%,(0.6%),2.7%,4.9%,4.1%,40.8%,(0.5%),(3.6%),102.6,31.9,5.2%,-0.94,No,..,0.5%,1.0%
DOMINICAN REPUBLIC,Caribbean,2020,Q1,Upper middle income,Tourism & Services,Managed Float,No,"10,784,207 people","$8,800",26.0%,38.5%,2.19 million visitors,6.1%,3.0%,7.6%,4.8%,10.7%,49.6%,(1.7%),(12.2%),93.3,39.2,6.9%,0.2,Yes,4.5%,1.2%,2.4%
El  Salvador,Central America,2017,Q4,Lower middle income,Manufacturing & Trade,Pegged (Dollarized),No,"6,236,452 people","$3,953",38.9%,48.8%,1.16 million visitors,0.7%,4.5%,3.8%,7.0%,3.0%,82.2%,(3.9%),(9.3%),92.3,31.5,5.7%,-0.84,No,..,(3.4%),0.0%
honduras,Central America,2004,Q1,Lower middle income,Agriculture & Agro-exports,Floating,No,"9,484,627 people","$2,898",41.5%,58.4%,1.75 million visitors,1.2%,4.3%,4.3%,7.6%,6.1%,47.3%,(2.1%),(16.8%),97.5,44.4,3.0%,-0.72,No,..,0.3%,1.4%
Paraguay,South America,2021,Q1,Upper middle income,Agriculture & Agro-exports,Managed Float,No,"6,806,739 people","$6,653",34.0%,39.1%,0.10 million visitors,3.4%,2.0%,3.8%,7.1%,6.7%,29.5%,(5.2%),(6.2%),125.1,29.0,4.4%,0.12,No,..,4.2%,4.2%
panama,Central America,2022,Q3,High income,Trade & Logistics,Pegged (Dollarized),No,"4,211,330 people","$15,829",27.4%,34.7%,1.57 million visitors,2.6%,2.5%,4.1%,8.7%,5.8%,59.2%,(4.8%),(7.5%),92.3,19.8,3.5%,0.65,No,..,9.8%,3.9%
guatemala,Central America,2016,Q4,Upper middle income,Agriculture & Agro-exports,Floating,No,"16,515,515 people","$5,196",34.7%,35.6%,0.45 million visitors,0.6%,3.8%,4.6%,8.5%,7.5%,44.8%,(3.1%),(0.1%),115.8,57.2,4.8%,-1.29,No,..,2.6%,2.7%
 Panama ,Central America,2004,Q2,High income,Trade & Logistics,Pegged (Dollarized),No,"4,157,799 people","$15,436",34.6%,39.2%,1.27 million visitors,4.8%,(2.1%),5.8%,11.8%,6.3%,52.1%,(1.9%),(5.0%),97.5,21.4,3.8%,0.64,No,..,6.0%,3.9%
EL SALVADOR,Central America,2009,Q1,Lower middle income,Manufacturing & Trade,Pegged (Dollarized),No,"6,316,022 people","$5,470",46.1%,54.8%,1.53 million visitors,1.9%,..,3.5%,8.2%,6.8%,77.0%,(5.9%),(8.5%),97.5,21.2,2.8%,-0.67,No,..,3.2%,0.9%
EL SALVADOR,Central America,2023,Q2,Lower middle income,Manufacturing & Trade,Pegged (Dollarized),No,"6,249,779 people","$5,240",46.5%,59.8%,1.90 million visitors,2.4%,6.4%,0.7%,1.5%,2.2%,85.1%,(4.9%),(12.5%),105.8,10.3,4.5%,-0.62,No,..,5.0%,3.1%
URUGUAY,South America,2006,Q2,High income,Agriculture & Agro-exports,Floating,No,"3,429,831 people","$17,436",44.5%,50.3%,1.73 million visitors,3.0%,4.4%,5.2%,4.1%,8.0%,59.3%,(5.0%),(5.1%),93.0,38.5,5.1%,0.8,No,..,(1.1%),1.3%
HONDURAS,Central America,2016,Q3,Lower middle income,Agriculture & Agro-exports,Floating,No,"9,486,405 people","$2,703",41.2%,51.8%,1.39 million visitors,5.8%,0.5%,3.2%,3.1%,5.8%,53.9%,(5.7%),(11.9%),87.0,22.7,5.0%,-0.43,No,..,4.2%,4.5%
Bolivia,South America,2015,Q1,Lower middle income,Mining & Extractives,Managed Float,No,"11,536,159 people","$3,666",33.4%,44.2%,1.44 million visitors,2.4%,3.3%,2.3%,5.9%,5.6%,47.9%,(1.5%),(10.8%),93.8,33.7,4.8%,-0.77,No,..,3.7%,3.5%
Jamaica,Caribbean,2007,Q2,Upper middle income,Tourism & Services,Floating,No,"2,846,089 people","$6,269",31.0%,38.1%,1.80 million visitors,6.7%,3.6%,6.0%,6.5%,6.6%,95.1%,(1.3%),(6.6%),113.9,38.6,4.5%,-0.5,Yes,1.7%,3.4%,1.8%
Costa  Rica,Central America,2004,Q1,Upper middle income,Tourism & Services,Managed Float,No,"5,018,155 people","$11,601",33.2%,35.5%,2.80 million visitors,7.8%,(0.2%),3.6%,8.3%,4.6%,48.8%,(5.8%),(1.2%),98.1,32.7,4.1%,0.81,No,..,1.7%,2.2%
Costa  Rica,Central America,2013,Q3,Upper middle income,Tourism & Services,Managed Float,No,"4,996,357 people","$11,645",32.5%,35.5%,2.78 million visitors,9.8%,1.5%,1.0%,7.1%,1.7%,51.3%,(2.3%),(5.8%),92.8,36.0,2.7%,0.75,No,..,4.3%,3.5%
ecuador,South America,2012,Q3,Upper middle income,Mining & Extractives,Pegged (Dollarized),No,"17,510,700 people","$6,114",38.1%,52.5%,..,3.4%,3.7%,2.8%,10.5%,4.3%,67.3%,(5.1%),(14.9%),94.2,29.9,5.1%,-0.76,No,..,1.2%,(0.0%)
Honduras,Central America,2009,Q4,Lower middle income,Agriculture & Agro-exports,Floating,No,"9,527,426 people","$1,308",43.4%,44.2%,0.63 million visitors,0.5%,1.0%,8.0%,3.4%,10.0%,50.7%,(0.2%),0.2%,100.8,33.7,4.5%,-1.08,No,..,3.0%,2.4%
Dominican Republic,Caribbean,2008,Q2,Upper middle income,Tourism & Services,Managed Float,No,"10,848,988 people","$8,489",42.4%,40.8%,2.53 million visitors,6.5%,2.1%,4.0%,7.8%,5.8%,44.4%,(1.9%),1.0%,98.7,50.0,6.6%,0.23,No,..,7.3%,6.0%
NICARAGUA,Central America,2014,Q2,Lower middle income,Agriculture & Agro-exports,Managed Float,No,"6,491,072 people","$1,616",37.7%,38.2%,1.59 million visitors,5.0%,2.9%,7.1%,3.7%,9.6%,37.6%,(3.9%),(0.9%),103.5,42.0,4.0%,-1.26,No,..,2.0%,3.4%
Trinidad  and  Tobago,Caribbean,2020,Q1,High income,Mining & Extractives,Floating,No,"1,423,273 people","$17,114",41.6%,52.0%,0.22 million visitors,0.8%,1.9%,5.8%,6.2%,8.9%,69.3%,(4.2%),(12.1%),99.1,46.2,3.7%,0.53,No,..,(1.4%),(1.1%)
TRINIDAD AND TOBAGO,Caribbean,2005,Q2,High income,Mining & Extractives,Floating,No,"1,413,622 people","$16,167",40.1%,37.5%,0.65 million visitors,0.8%,6.2%,4.4%,6.3%,5.6%,62.3%,(1.1%),3.5%,97.8,15.4,4.5%,0.1,No,..,(1.1%),0.3%
Trinidad  and  Tobago,Caribbean,2012,Q3,High income,Mining & Extractives,Floating,No,"1,409,733 people","$16,295",42.9%,51.5%,1.23 million visitors,3.0%,5.3%,4.3%,6.4%,7.3%,61.5%,(3.0%),(9.3%),85.3,50.6,4.9%,0.48,No,..,0.9%,(0.1%)
GUATEMALA,Central America,2022,Q1,Upper middle income,Agriculture & Agro-exports,Floating,No,"16,560,875 people","$5,471",39.6%,38.2%,1.51 million visitors,1.0%,..,4.0%,8.5%,5.1%,45.7%,(2.7%),1.0%,91.4,34.3,5.6%,-0.51,No,..,0.8%,1.4%
Belize,Central America,2015,Q2,Upper middle income,Tourism & Services,Pegged (Dollarized),No,"428,579 people","$5,152",39.5%,32.7%,2.40 million visitors,5.3%,4.8%,5.5%,5.8%,7.9%,90.7%,(0.9%),8.2%,87.2,19.7,5.7%,0.05,No,..,1.2%,0.8%
belize,Central America,2007,Q4,Upper middle income,Tourism & Services,Pegged (Dollarized),Yes,"412,550 people","$6,431",32.7%,33.7%,2.70 million visitors,5.6%,1.2%,5.3%,7.8%,7.5%,89.0%,(3.5%),(0.5%),85.8,8.9,6.3%,0.13,No,..,2.8%,1.7%
El Salvador,Central America,2008,Q1,Lower middle income,Manufacturing & Trade,Pegged (Dollarized),No,"6,310,828 people","$3,879",28.2%,40.1%,1.49 million visitors,0.5%,2.5%,5.8%,6.7%,9.1%,76.8%,(3.2%),(11.6%),94.4,12.9,2.1%,-1.04,No,..,(0.5%),0.5%
 Nicaragua ,Central America,2009,Q3,Lower middle income,Agriculture & Agro-exports,Managed Float,No,"6,569,441 people","$1,900",34.0%,41.1%,1.64 million visitors,0.7%,1.9%,6.7%,4.2%,9.9%,37.2%,(6.6%),(6.8%),98.4,29.5,3.4%,-1.56,No,..,4.4%,3.4%
Ecuador,South America,2020,Q1,Upper middle income,Mining & Extractives,Pegged (Dollarized),No,"17,427,502 people","$5,505",38.7%,45.2%,0.05 million visitors,4.6%,3.8%,5.9%,8.6%,10.4%,64.8%,(4.3%),(6.5%),76.3,4.5,4.8%,-0.86,No,..,1.3%,0.2%
Honduras,Central America,2014,Q4,Lower middle income,Agriculture & Agro-exports,Floating,No,"9,534,523 people","$2,075",33.8%,31.7%,1.14 million visitors,4.0%,4.7%,4.8%,6.6%,8.2%,53.5%,(4.0%),2.5%,95.2,39.7,5.8%,-0.97,No,..,(0.5%),0.6%
 Panama ,Central America,2019,Q3,High income,Trade & Logistics,Pegged (Dollarized),No,"4,184,235 people","$15,290",38.2%,38.9%,2.07 million visitors,3.4%,7.0%,2.2%,1.5%,5.0%,59.9%,(2.2%),(0.3%),101.2,10.1,6.0%,0.81,No,..,7.1%,5.7%
COSTA RICA,Central America,2020,Q1,Upper middle income,Tourism & Services,Managed Float,No,"4,972,277 people","$12,319",39.2%,46.2%,2.96 million visitors,8.8%,1.2%,5.8%,8.2%,8.1%,53.7%,(1.8%),(6.4%),87.6,42.6,6.0%,0.56,No,..,1.8%,3.1%
guyana,South America,2019,Q1,High income,Mining & Extractives,Floating,Yes,"847,180 people","$14,081",35.6%,39.9%,0.05 million visitors,0.5%,4.8%,3.7%,5.7%,6.3%,36.5%,(2.8%),(4.2%),107.1,16.1,4.7%,-0.1,No,..,15.8%,12.9%
Paraguay,South America,2021,Q2,Upper middle income,Agriculture & Agro-exports,Managed Float,No,"6,799,958 people","$6,712",40.4%,51.6%,0.05 million visitors,2.1%,4.2%,5.3%,5.9%,7.9%,29.5%,(0.4%),(11.0%),125.1,31.2,2.8%,0.28,No,..,6.1%,4.5%
Guyana,South America,2017,Q4,High income,Mining & Extractives,Floating,No,"916,712 people","$13,267",38.5%,47.7%,0.05 million visitors,1.3%,2.7%,0.6%,10.2%,1.8%,39.0%,(3.4%),(7.7%),113.6,51.5,3.6%,0.01,No,..,10.2%,11.7%
Nicaragua,Central America,2004,Q3,Lower middle income,Agriculture & Agro-exports,Managed Float,No,"6,528,510 people","$2,044",41.9%,41.7%,0.50 million visitors,0.6%,1.8%,4.2%,7.0%,6.5%,35.6%,(2.5%),0.3%,93.2,25.6,2.1%,-1.09,No,..,1.5%,2.5%
 Ecuador ,South America,2003,Q4,Upper middle income,Mining & Extractives,Pegged (Dollarized),No,"17,433,876 people","$6,254",37.7%,46.5%,0.63 million visitors,1.1%,1.5%,4.3%,6.7%,4.9%,60.3%,(3.3%),(8.3%),100.2,16.5,4.2%,-0.64,No,..,(1.7%),(0.2%)
GUATEMALA,Central America,2023,Q2,Upper middle income,Agriculture & Agro-exports,Floating,No,"16,431,963 people","$5,304",37.7%,28.7%,1.32 million visitors,1.1%,2.5%,1.5%,9.0%,3.2%,46.2%,(5.7%),9.1%,87.7,37.1,4.2%,-0.82,No,..,1.0%,1.9%
Trinidad and Tobago,Caribbean,2021,Q3,High income,Mining & Extractives,Floating,No,"1,366,524 people","$16,913",53.3%,54.4%,0.65 million visitors,1.3%,1.4%,1.5%,3.9%,3.1%,69.7%,(0.6%),(1.9%),97.3,54.7,3.9%,0.25,No,..,2.4%,1.1%
 Nicaragua ,Central America,2007,Q4,Lower middle income,Agriculture & Agro-exports,Managed Float,No,"6,521,601 people","$1,721",35.0%,47.4%,1.05 million visitors,0.6%,3.9%,2.7%,5.1%,6.3%,38.1%,(6.8%),(12.2%),95.4,30.5,7.0%,-0.98,No,..,1.9%,2.0%
 Paraguay ,South America,2016,Q3,Upper middle income,Agriculture & Agro-exports,Managed Float,No,"6,789,354 people","$5,196",43.7%,47.1%,0.05 million visitors,0.5%,2.1%,3.8%,5.6%,5.8%,30.0%,0.6%,(3.6%),123.7,53.8,3.6%,-0.44,No,..,(0.8%),1.9%
trinidad and tobago,Caribbean,2022,Q3,High income,Mining & Extractives,Floating,No,"1,458,012 people","$16,827",49.1%,56.2%,1.06 million visitors,1.0%,2.5%,8.0%,7.5%,7.9%,70.5%,(0.8%),(7.7%),98.4,16.6,3.7%,0.8,No,..,4.6%,4.3%
el salvador,Central America,2003,Q1,Lower middle income,Manufacturing & Trade,Pegged (Dollarized),Yes,"6,365,443 people","$4,347",29.7%,29.5%,0.59 million visitors,1.9%,4.1%,4.9%,4.9%,6.8%,68.8%,(4.7%),0.2%,105.1,26.4,4.5%,-0.95,No,..,3.2%,2.8%
 Nicaragua ,Central America,2014,Q4,Lower middle income,Agriculture & Agro-exports,Managed Float,No,"6,591,769 people","$2,834",38.9%,45.3%,0.05 million visitors,2.2%,2.2%,4.3%,6.0%,9.3%,37.6%,(1.8%),(5.7%),103.5,42.4,7.2%,-1.35,No,..,2.5%,3.6%
 Jamaica ,Caribbean,2003,Q3,Upper middle income,Tourism & Services,Floating,No,"2,753,225 people","$5,743",34.7%,54.3%,2.74 million visitors,6.0%,4.2%,6.2%,3.5%,8.9%,96.2%,(1.7%),(20.7%),94.6,42.2,4.5%,-0.25,No,..,1.7%,0.7%
Panama,Central America,2017,Q3,High income,Trade & Logistics,Pegged (Dollarized),No,"4,154,263 people","$15,306",37.2%,49.6%,1.16 million visitors,4.8%,2.4%,2.3%,7.8%,3.5%,57.9%,(1.3%),(11.9%),106.8,29.8,4.3%,0.83,No,..,3.4%,1.9%
Bolivia,South America,2006,Q1,Lower middle income,Mining & Extractives,Managed Float,No,"11,505,748 people","$3,241",39.0%,47.9%,0.74 million visitors,2.8%,(0.9%),8.9%,7.1%,9.9%,40.4%,(2.1%),(7.8%),96.5,24.8,5.5%,-0.53,No,..,(1.2%),(0.8%)
Costa  Rica,Central America,2011,Q1,Upper middle income,Tourism & Services,Managed Float,No,"4,964,501 people","$11,641",36.2%,42.3%,4.42 million visitors,7.6%,5.9%,4.1%,8.2%,4.7%,51.3%,(3.0%),(6.7%),104.4,39.9,4.4%,0.86,No,..,5.2%,3.4%
Belize,Central America,2006,Q3,Upper middle income,Tourism & Services,Pegged (Dollarized),No,"433,256 people","$4,685",33.6%,46.7%,1.65 million visitors,4.5%,3.8%,5.6%,6.6%,8.7%,88.1%,(3.0%),(14.3%),87.8,2.0,5.5%,0.15,No,..,0.8%,(0.1%)
Uruguay,South America,2022,Q2,High income,Agriculture & Agro-exports,Floating,No,"3,430,601 people","$17,427",32.8%,34.2%,0.92 million visitors,2.5%,2.2%,5.3%,14.5%,6.7%,82.1%,(4.5%),(0.6%),95.9,32.9,6.0%,0.91,No,..,1.4%,0.7%
Bolivia,South America,2007,Q1,Lower middle income,Mining & Extractives,Managed Float,No,"11,552,133 people","$3,729",42.7%,49.3%,1.13 million visitors,1.6%,1.4%,6.6%,7.4%,8.4%,37.8%,(3.4%),(7.5%),90.2,49.2,4.9%,-0.03,No,..,0.3%,3.8%
Uruguay,South America,2008,Q3,High income,Agriculture & Agro-exports,Floating,Yes,"3,455,620 people","$17,310",39.0%,59.4%,1.32 million visitors,2.5%,4.8%,7.6%,6.9%,11.5%,65.9%,(0.5%),(20.4%),90.6,50.4,2.1%,1.4,No,..,3.7%,2.3%
belize,Central America,2012,Q4,Upper middle income,Tourism & Services,Pegged (Dollarized),No,"383,417 people","$4,182",29.2%,32.4%,1.59 million visitors,8.0%,5.4%,7.2%,9.5%,11.4%,89.1%,(2.9%),(3.2%),80.5,5.0,6.4%,-0.27,No,..,0.8%,1.6%
honduras,Central America,2019,Q1,Lower middle income,Agriculture & Agro-exports,Floating,No,"9,488,030 people","$2,322",43.6%,57.3%,0.11 million visitors,5.0%,5.6%,4.5%,5.4%,5.8%,57.3%,(1.3%),(13.7%),103.9,32.5,5.0%,-0.61,No,..,3.0%,1.7%
BOLIVIA,South America,2021,Q1,Lower middle income,Mining & Extractives,Managed Float,No,"11,542,450 people","$3,874",31.0%,38.6%,1.05 million visitors,1.2%,0.9%,10.5%,6.5%,12.8%,53.2%,0.4%,(9.2%),76.9,35.9,4.7%,-0.67,No,..,0.2%,0.6%
costa rica,Central America,2011,Q4,Upper middle income,Tourism & Services,Managed Float,No,"4,971,096 people","$13,197",38.4%,40.5%,3.53 million visitors,7.2%,4.0%,2.1%,7.0%,3.8%,51.3%,(7.9%),(1.5%),104.4,27.2,4.4%,0.5,No,..,2.1%,4.0%
JAMAICA,Caribbean,2015,Q2,Upper middle income,Tourism & Services,Floating,No,"2,724,422 people","$5,720",33.7%,35.7%,2.60 million visitors,7.7%,2.0%,2.1%,7.4%,2.0%,97.5%,(3.6%),(1.5%),117.2,42.9,4.0%,-0.23,No,..,3.1%,1.9%
Guyana,South America,2013,Q3,High income,Mining & Extractives,Floating,No,"833,087 people","$15,006",37.4%,44.1%,1.02 million visitors,1.5%,6.3%,5.2%,3.3%,8.4%,39.3%,(3.7%),(5.4%),104.8,27.4,3.4%,-0.13,No,..,10.6%,10.6%
Belize,Central America,2011,Q2,Upper middle income,Tourism & Services,Pegged (Dollarized),No,"412,230 people","$4,986",27.8%,34.0%,2.05 million visitors,5.5%,5.5%,2.8%,10.9%,3.5%,89.9%,(0.5%),(7.7%),87.1,20.4,4.4%,0.22,No,..,2.9%,3.0%
 Dominican Republic ,Caribbean,2009,Q3,Upper middle income,Tourism & Services,Managed Float,No,"10,818,231 people","$8,966",29.9%,33.4%,3.24 million visitors,5.1%,4.3%,4.9%,6.7%,7.7%,46.1%,(2.9%),(3.5%),94.4,50.3,3.2%,-0.14,No,..,1.8%,4.3%
Ecuador,South America,2011,Q4,Upper middle income,Mining & Extractives,Pegged (Dollarized),No,"17,483,641 people","$6,044",34.7%,46.9%,1.96 million visitors,1.5%,1.5%,0.8%,7.8%,3.3%,66.5%,(5.4%),(13.7%),95.2,13.7,..,-0.05,No,..,2.1%,0.6%
Guatemala,Central America,2014,Q3,Upper middle income,Agriculture & Agro-exports,Floating,No,"16,478,565 people","$4,816",34.2%,27.3%,1.63 million visitors,1.7%,1.7%,1.9%,10.3%,2.9%,42.1%,(1.3%),6.6%,111.6,43.4,6.6%,-0.61,No,..,(0.9%),0.6%
Costa Rica,Central America,2006,Q4,Upper middle income,Tourism & Services,Managed Float,No,"5,014,247 people","$12,026",41.2%,48.2%,3.37 million visitors,9.6%,1.2%,4.3%,3.8%,5.0%,52.5%,(2.5%),(6.9%),105.3,34.0,5.3%,0.57,No,..,3.9%,3.6%
dominican republic,Caribbean,2005,Q4,Upper middle income,Tourism & Services,Managed Float,No,"10,794,914 people","$7,774",31.7%,42.6%,2.72 million visitors,6.3%,4.8%,5.1%,8.6%,8.5%,50.3%,(5.5%),(8.9%),94.3,29.6,..,0.01,Yes,2.5%,0.5%,2.3%
uruguay,South America,2017,Q2,High income,Agriculture & Agro-exports,Floating,No,"3,416,732 people","$17,080",35.6%,33.6%,1.37 million visitors,0.5%,3.9%,3.5%,9.4%,5.0%,79.9%,(1.4%),3.1%,90.5,31.1,5.1%,1.34,No,..,(0.2%),0.3%
Belize,Central America,2021,Q2,Upper middle income,Tourism & Services,Pegged (Dollarized),No,"334,368 people","$4,766",35.6%,28.6%,3.59 million visitors,3.0%,4.1%,5.4%,8.7%,6.5%,89.2%,(1.5%),7.6%,71.9,31.7,4.5%,-0.17,No,..,(0.6%),0.7%
belize,Central America,2014,Q1,Upper middle income,Tourism & Services,Pegged (Dollarized),No,"401,367 people","$5,236",28.0%,26.7%,3.05 million visitors,4.4%,(0.7%),3.9%,7.3%,6.9%,91.3%,(5.7%),0.8%,90.3,9.9,5.5%,-0.18,No,..,1.4%,1.3%
Belize,Central America,2014,Q4,Upper middle income,Tourism & Services,Pegged (Dollarized),No,"426,149 people","$4,953",38.3%,42.7%,2.57 million visitors,8.0%,4.1%,2.8%,9.5%,5.3%,91.3%,(1.7%),(4.7%),90.3,20.0,4.4%,-0.55,No,..,0.4%,0.8%
GUATEMALA,Central America,2007,Q4,Upper middle income,Agriculture & Agro-exports,Floating,No,"16,481,970 people","$5,643",28.4%,35.2%,1.04 million visitors,4.0%,3.0%,4.4%,6.5%,4.4%,37.4%,(3.5%),(6.7%),108.5,20.6,4.9%,-0.24,No,..,1.5%,2.7%
EL SALVADOR,Central America,2019,Q4,Lower middle income,Manufacturing & Trade,Pegged (Dollarized),No,"6,273,420 people","$3,246",42.1%,50.9%,0.79 million visitors,1.7%,5.5%,2.4%,5.4%,4.2%,81.6%,(4.4%),(8.7%),98.4,6.0,4.4%,-0.57,No,..,(0.2%),0.1%
BOLIVIA,South America,2021,Q2,Lower middle income,Mining & Extractives,Managed Float,No,"11,483,462 people","$3,821",32.9%,35.3%,1.32 million visitors,0.5%,2.8%,7.1%,9.0%,7.9%,53.2%,(4.1%),(2.5%),76.9,53.3,5.1%,0.08,No,..,(0.9%),0.3%
 Belize ,Central America,2010,Q2,Upper middle income,Tourism & Services,Pegged (Dollarized),No,"310,999 people","$6,015",43.4%,52.1%,2.18 million visitors,4.9%,5.5%,6.1%,10.0%,7.7%,89.5%,(5.2%),(8.2%),85.4,13.0,4.3%,0.15,No,..,2.2%,1.7%
BOLIVIA,South America,2010,Q1,Lower middle income,Mining & Extractives,Managed Float,No,"11,425,734 people","$4,229",41.4%,49.5%,0.99 million visitors,0.5%,1.8%,6.0%,1.7%,9.4%,43.6%,(4.0%),(8.6%),89.6,50.4,4.9%,-0.1,No,..,0.3%,0.6%
