priority,weapon,injury,offense,time-band,location,district,repeat-site,witness,cctv,alcohol,gang-flag,juvenile,domestic,vehicle,weekday,shift,precinct-size,report-delay,officer-count,clearance,file-flag
r,n,n,h,d,c,b,f,f,f,f,t,f,f,f,t,c,m,s,o,?,i
p,n,s,b,e,p,f,f,f,f,f,f,f,f,f,t,a,s,l,m,o,i
p,n,n,t,d,h,c,t,t,t,t,f,f,f,f,t,a,m,i,o,?,i
p,f,n,v,n,p,e,f,f,t,f,f,f,f,f,t,b,m,i,m,?,i
p,n,n,r,d,c,b,t,f,f,f,f,f,f,f,f,c,m,i,o,?,i
r,k,n,a,d,t,a,f,f,f,t,f,f,f,f,t,a,m,s,o,o,i
p,o,m,h,n,t,f,f,f,f,f,f,f,f,f,f,c,l,i,o,o,i
p,f,n,a,d,s,a,f,f,t,f,f,f,f,t,f,c,s,s,o,o,i
r,n,m,d,d,h,b,f,f,t,t,f,f,f,f,f,b,s,i,o,c,i
p,n,s,b,e,c,d,f,t,t,f,f,f,f,f,t,b,s,i,m,o,i
p,f,n,t,n,p,d,f,f,f,f,f,f,f,f,f,b,m,i,o,o,i
p,k,n,d,d,s,f,t,f,f,t,f,f,f,f,t,b,l,s,o,o,i
r,n,m,v,d,h,f,f,f,f,f,f,f,f,f,t,a,m,s,m,c,i
r,u,n,r,d,p,a,f,f,f,f,f,t,f,f,t,c,s,s,o,c,i
p,k,m,r,e,s,b,t,t,t,f,f,f,t,t,f,b,l,s,o,c,i
r,n,n,t,d,h,d,f,t,f,f,f,f,f,t,f,a,m,l,o,c,i
r,n,n,t,e,h,a,f,t,t,t,f,f,f,f,t,b,m,i,o,o,i
r,n,n,t,e,h,c,f,t,f,t,f,t,f,t,f,a,m,i,m,c,i
r,n,n,t,n,h,b,f,f,f,t,t,f,f,t,t,b,m,s,m,o,i
r,n,n,a,e,s,f,t,t,f,f,t,t,t,t,t,c,m,i,o,o,i
p,k,n,b,e,c,f,f,t,t,t,f,t,t,f,t,b,s,s,o,?,i
r,n,n,t,e,s,b,f,f,f,f,f,f,f,t,t,a,s,i,m,c,i
p,u,s,b,d,p,a,f,f,f,f,f,f,f,f,f,b,l,i,o,o,i
p,u,n,t,d,s,f,f,t,t,f,f,f,f,t,t,a,s,s,o,o,i
r,n,n,t,e,c,a,f,f,f,f,f,f,t,f,t,a,l,l,o,?,i
r,n,n,d,d,h,a,t,f,t,t,f,f,f,f,t,a,s,s,o,?,i
p,o,n,h,d,c,b,t,t,f,t,f,f,f,f,f,c,m,s,m,o,i
r,u,n,v,d,s,b,f,f,f,t,f,f,f,f,t,a,m,i,m,c,i
p,u,m,t,d,h,a,t,f,f,f,f,f,f,t,f,b,m,i,o,?,i
r,n,n,v,d,s,b,t,f,f,f,f,f,f,f,t,a,m,s,o,o,i
p,n,m,t,e,s,a,f,t,f,t,f,f,f,f,t,a,l,s,o,o,i
r,n,n,b,n,c,e,f,f,f,t,f,f,f,f,t,a,m,i,o,o,i
r,o,n,d,d,s,b,f,t,t,f,f,t,f,t,t,c,s,i,m,?,i
p,k,n,a,n,t,e,f,f,f,f,f,f,f,f,f,b,s,l,m,o,i
r,k,m,d,d,h,d,f,t,t,f,f,f,t,f,f,b,l,l,m,?,i
p,k,s,v,n,s,c,f,t,f,f,f,f,f,t,t,a,m,l,o,c,i
r,n,n,a,e,t,f,f,f,f,t,f,t,f,t,t,a,m,i,o,o,i
p,k,s,t,e,s,c,f,t,t,f,t,f,f,f,f,a,m,s,m,?,i
r,n,n,v,e,p,a,f,t,t,t,f,f,f,f,t,c,m,i,o,o,i
p,f,n,a,e,s,d,t,t,f,f,t,t,t,f,t,b,m,s,o,c,i
p,f,m,t,d,h,a,f,f,t,f,t,f,f,f,t,a,m,l,o,c,i
p,f,n,t,d,p,b,f,f,f,f,f,t,f,f,t,c,s,i,o,c,i
r,n,n,h,n,s,f,t,t,t,t,f,f,t,f,f,b,m,s,o,?,i
p,o,n,t,n,c,f,f,t,t,f,f,f,f,t,f,c,m,s,o,c,i
p,f,m,h,e,s,c,f,f,f,f,t,f,f,f,t,a,m,i,m,?,i
p,n,n,r,n,c,c,f,f,f,f,f,f,t,f,t,a,l,i,o,o,i
r,n,s,a,d,s,d,f,t,f,f,f,f,f,t,f,c,m,l,o,?,i
r,k,n,a,e,s,a,f,t,f,f,f,f,f,f,t,b,l,i,o,?,i
p,n,s,v,e,s,b,f,f,t,t,f,t,f,f,t,b,s,l,m,o,i
r,n,n,a,d,c,d,f,t,f,f,f,f,f,f,t,a,m,s,o,c,i
r,n,n,t,n,t,b,f,f,f,f,f,f,f,f,t,c,m,i,o,o,i
r,n,n,t,n,t,b,f,t,f,f,t,f,f,t,f,c,m,i,m,o,i
r,n,n,d,n,c,d,f,t,t,f,f,f,f,f,t,b,s,i,o,c,i
p,k,n,r,e,p,d,f,t,t,f,f,t,t,f,f,b,s,s,m,c,i
r,n,m,b,d,p,b,f,f,f,f,t,f,f,f,t,b,s,i,m,o,i
p,f,n,t,n,h,f,f,t,f,f,f,f,f,t,f,a,s,i,o,o,i
r,n,n,b,d,s,e,f,t,f,t,f,t,f,t,t,a,l,i,o,o,i
p,n,f,v,n,c,d,f,t,f,f,f,t,f,t,t,a,l,s,o,?,i
r,n,n,t,d,s,b,f,t,f,f,f,f,f,f,f,a,m,s,o,?,i
r,o,n,h,n,p,d,t,t,t,f,f,f,f,t,f,b,l,s,o,?,i
p,u,n,d,e,h,d,t,t,f,t,f,f,f,f,t,c,m,i,o,o,i
p,k,n,a,d,s,d,t,f,t,f,f,f,f,t,t,a,s,l,m,?,i
r,n,n,d,d,p,d,t,t,t,f,f,f,f,f,t,b,l,i,o,?,i
r,n,m,r,e,s,a,f,t,t,t,f,f,f,t,t,a,m,s,m,o,i
r,n,n,r,d,t,b,f,f,f,t,f,t,f,f,t,b,s,s,m,c,i
r,o,n,t,n,t,f,f,f,f,t,f,f,f,f,f,b,l,i,o,c,i
r,n,m,d,d,h,a,f,f,t,f,f,f,f,f,t,b,l,i,m,o,i
r,u,n,a,d,c,d,f,t,f,f,f,f,f,f,f,a,m,i,o,o,i
p,k,n,v,d,s,f,f,t,f,f,f,f,f,f,f,b,m,i,m,?,i
p,k,s,a,d,h,a,f,t,f,f,f,f,f,f,t,a,l,l,o,?,i
p,o,n,a,d,p,f,f,f,f,t,f,f,f,t,f,c,m,s,m,o,i
r,n,n,h,n,s,f,f,f,f,f,f,f,t,f,t,b,m,s,o,?,i
p,o,m,b,e,s,e,f,f,t,t,f,f,f,f,f,c,s,i,o,?,i
r,n,m,t,n,h,d,f,t,f,f,t,t,f,f,t,a,s,s,m,c,i
p,o,m,d,d,c,f,f,f,f,t,f,f,t,f,t,c,s,i,o,o,i
r,k,m,t,d,c,a,t,f,f,f,f,t,f,f,t,a,m,s,o,c,i
p,n,n,d,d,s,d,f,f,t,f,f,f,f,f,t,c,m,s,o,o,i
p,o,n,d,e,s,b,f,f,t,f,f,f,t,f,f,a,l,i,o,c,i
r,n,m,t,d,p,f,f,f,t,f,f,f,f,t,t,a,m,l,m,o,i
r,n,m,b,d,s,c,f,t,t,f,f,f,t,f,f,b,m,s,m,o,i
p,o,m,h,e,s,e,f,f,f,t,f,f,f,f,f,b,s,i,o,o,i
r,n,n,d,d,s,a,t,t,t,t,f,f,f,f,f,c,m,l,o,o,i
p,u,m,b,e,c,b,f,f,t,f,f,f,f,f,t,a,s,i,m,o,i
p,k,n,r,e,s,e,f,t,f,f,f,t,f,f,t,c,s,i,o,c,i
p,k,n,r,e,s,c,f,f,t,f,f,t,f,t,f,c,m,i,m,?,i
r,n,n,t,d,h,c,f,t,f,t,t,f,f,f,t,b,m,s,o,o,i
r,n,n,r,e,s,e,t,t,t,f,f,f,f,f,t,b,m,i,o,c,i
p,u,m,a,d,t,a,f,f,f,t,f,f,f,t,t,c,m,i,o,?,i
r,n,n,a,d,p,b,f,f,f,t,f,f,t,t,t,b,l,s,o,?,i
p,k,m,a,d,c,b,t,f,f,t,f,f,f,f,f,b,m,i,o,o,i
r,n,n,d,d,h,f,t,f,t,t,f,f,f,t,f,b,s,s,o,c,i
r,n,n,t,e,s,a,f,t,f,f,f,f,f,f,f,a,m,i,m,o,i
p,k,n,t,e,h,b,f,t,f,t,f,t,f,t,t,a,m,i,o,?,i
r,o,n,t,n,s,f,f,t,t,f,t,f,f,f,f,a,l,i,o,?,i
r,o,m,t,d,c,e,f,t,f,f,f,t,f,t,t,b,s,l,o,c,i
r,u,n,h,d,s,d,f,t,t,t,f,f,f,f,t,a,l,i,o,o,i
r,n,n,a,d,c,c,f,t,t,f,f,f,f,f,t,c,m,s,o,o,i
r,n,n,t,n,s,e,f,f,f,t,f,f,f,f,f,a,m,s,o,o,i
r,n,n,h,d,h,f,f,t,f,f,f,f,f,f,t,c,m,s,o,o,i
p,f,n,t,e,s,f,t,f,f,f,f,f,f,f,f,b,s,i,o,c,i
p,n,f,b,d,s,d,f,f,f,f,f,f,f,f,t,c,s,s,o,c,i
p,k,n,v,n,h,e,t,f,t,f,f,f,f,f,t,a,m,s,m,o,i
r,n,n,v,e,h,e,t,f,t,f,f,f,f,f,f,c,l,i,o,?,i
p,o,s,t,d,t,e,t,f,t,t,f,f,f,t,t,b,m,s,m,c,i
p,o,m,v,e,s,e,t,f,f,f,t,f,f,f,t,a,l,i,m,o,i
r,u,n,r,e,s,a,f,t,t,f,f,f,f,t,t,b,m,s,m,o,i
p,n,m,r,e,h,e,f,t,f,f,f,f,f,f,t,b,m,s,o,o,i
p,u,s,t,n,s,c,t,f,f,f,f,f,f,f,f,a,s,s,m,?,i
r,n,n,v,n,p,a,t,f,f,f,f,f,f,f,t,b,m,s,m,o,i
p,n,n,b,e,s,a,f,f,f,f,f,t,f,f,t,a,m,i,o,c,i
r,n,s,v,n,p,b,f,t,f,f,f,f,f,t,t,b,m,s,o,c,i
p,n,m,d,n,c,c,f,f,f,f,f,f,f,t,t,b,s,s,o,o,i
p,k,f,d,d,s,b,f,f,f,f,f,t,f,f,f,a,m,l,o,c,i
r,n,n,v,n,h,d,t,f,t,f,f,t,f,t,t,b,s,l,m,o,i
p,n,s,a,e,h,f,f,f,f,f,t,t,f,f,t,b,l,l,o,?,i
p,f,n,t,e,h,a,f,f,t,f,f,f,f,f,t,a,l,s,m,o,i
p,o,m,b,e,h,a,t,t,f,f,t,f,f,f,t,a,l,s,o,c,i
p,f,s,t,n,h,b,f,f,f,f,f,f,f,t,t,c,m,l,m,c,i
r,k,n,v,n,c,e,f,t,t,t,f,f,f,f,f,b,s,l,o,o,i
r,n,n,v,d,h,b,f,t,f,t,f,f,f,f,f,c,l,s,m,o,i
p,o,n,b,e,h,a,t,f,f,f,t,f,t,f,t,b,s,i,o,o,i
r,n,m,t,e,p,a,f,t,f,f,f,f,f,f,f,a,m,i,m,o,i
r,n,n,d,n,h,a,f,f,f,f,f,f,f,t,t,b,m,s,o,c,i
r,n,m,b,e,h,e,t,f,t,t,f,f,f,f,t,a,m,i,o,?,i
p,f,n,b,d,s,d,t,t,f,f,t,f,t,f,t,a,s,s,o,o,i
r,n,n,b,d,s,b,f,t,f,f,f,f,t,t,t,a,m,s,o,o,i
p,f,n,t,d,s,c,t,f,f,f,f,f,f,f,t,b,l,s,o,o,i
r,n,s,v,d,h,d,t,f,f,f,f,t,t,f,f,a,s,s,m,c,i
r,n,n,t,d,c,f,t,t,t,f,f,f,f,f,t,b,s,i,o,?,i
r,n,n,b,d,s,e,t,t,f,f,f,f,f,f,t,b,l,i,o,o,i
r,n,n,t,n,c,e,f,f,t,f,t,f,f,f,f,b,s,i,o,c,i
r,n,s,t,d,s,f,f,f,f,f,f,f,f,f,t,b,m,i,m,?,i
p,f,m,t,d,s,c,f,f,f,f,f,f,f,f,t,c,l,i,o,o,i
p,k,n,t,n,s,a,t,t,t,f,f,f,f,f,t,c,m,i,o,c,i
r,n,n,d,d,h,e,f,f,t,f,f,t,f,f,f,c,m,i,o,?,i
p,f,n,v,e,s,a,t,f,f,f,f,f,f,f,t,b,m,i,o,c,i
r,n,n,t,n,s,c,t,t,f,f,f,f,f,f,t,a,m,l,o,?,i
r,n,m,t,d,h,e,f,f,f,f,f,f,f,f,f,b,s,i,o,o,i
r,n,n,v,e,h,d,f,t,f,f,t,f,f,f,t,b,m,s,o,o,i
p,k,n,t,d,h,b,f,f,f,t,f,f,f,f,t,b,l,i,o,o,i
r,n,m,b,e,s,c,f,f,f,f,f,f,t,f,t,b,s,i,m,o,i
p,f,n,t,e,h,b,f,t,t,f,f,f,t,f,t,b,l,i,o,?,i
r,n,n,b,d,s,a,f,f,t,f,f,f,f,f,t,c,m,l,o,?,i
r,o,n,h,e,s,c,f,f,f,f,f,f,f,f,t,a,m,i,o,c,i
r,n,n,t,e,h,a,f,f,f,f,f,t,f,f,f,c,s,s,o,o,i
r,k,n,h,d,h,f,f,t,f,f,f,f,f,f,t,b,s,i,m,c,i
p,o,n,d,d,t,c,f,f,t,t,f,f,f,t,f,b,s,i,m,c,i
r,n,n,h,e,p,f,f,f,f,t,f,f,f,f,t,a,l,s,o,o,i
r,n,n,v,d,s,f,f,t,f,f,f,f,f,t,f,b,l,i,m,o,i
p,k,m,d,e,s,c,f,f,f,t,f,f,f,f,t,b,l,s,m,o,i
p,u,n,b,n,p,c,f,t,f,t,f,f,f,f,t,b,l,s,m,o,i
p,u,n,d,n,s,f,f,f,t,f,f,f,t,f,t,b,m,i,o,o,i
r,n,n,t,d,h,a,f,f,t,f,f,t,f,t,t,b,m,s,o,o,i
p,f,n,v,e,c,c,f,f,f,f,f,t,t,f,f,b,m,i,o,c,i
r,n,n,r,e,h,b,f,f,t,f,f,t,t,f,t,b,m,i,o,?,i
r,n,n,t,e,s,e,f,f,f,f,f,f,f,t,t,c,s,l,o,o,i
p,f,m,a,n,s,e,t,t,f,f,f,f,f,f,t,c,s,i,o,?,i
r,k,n,t,e,s,d,f,f,f,f,f,f,f,f,t,b,s,l,o,o,i
p,k,m,a,d,s,c,t,f,f,f,f,f,f,f,t,c,m,s,o,o,i
p,o,n,t,d,s,d,t,f,t,t,f,t,f,t,f,a,l,s,o,c,i
r,n,n,t,n,c,d,f,f,f,t,f,f,f,f,f,c,m,i,o,?,i
p,f,n,a,e,h,d,f,f,f,t,t,f,f,t,f,a,m,l,o,c,i
r,n,n,b,n,s,f,t,f,f,t,f,f,f,f,f,a,l,i,m,c,i
r,n,m,t,e,s,b,f,f,f,f,f,f,f,f,f,b,l,i,m,c,i
r,n,m,t,n,t,b,t,t,t,f,f,t,f,f,t,a,l,s,o,c,i
p,u,m,a,e,s,a,f,f,f,t,f,t,f,f,t,c,m,i,m,o,i
p,k,n,a,n,s,d,f,f,f,t,f,f,t,t,t,b,m,s,m,c,i
r,n,m,t,n,h,f,f,f,f,f,f,f,t,f,t,c,s,i,o,?,i
p,f,n,h,n,s,b,f,f,f,f,f,f,f,t,f,a,l,i,o,o,i
r,u,n,a,n,s,c,f,f,t,f,t,f,f,f,f,a,m,i,o,o,i
r,u,n,a,e,s,f,f,t,f,t,f,f,f,f,t,a,s,i,m,o,i
p,k,n,b,e,t,a,f,f,f,f,f,f,f,t,f,a,s,i,o,?,i
p,n,m,d,e,h,f,f,t,t,f,f,f,f,f,f,a,m,s,m,?,i
p,k,s,a,n,h,f,f,f,f,f,f,f,f,f,f,c,s,i,o,o,i
r,o,n,t,n,p,e,f,t,f,f,f,f,f,f,t,b,s,i,o,o,i
p,u,n,b,n,h,b,f,f,f,f,f,t,f,t,t,a,m,i,m,?,i
p,o,m,b,e,s,d,f,t,t,f,f,f,f,f,t,b,m,l,o,?,i
p,n,s,a,n,h,b,f,f,t,f,f,f,f,f,t,b,m,s,m,c,i
r,n,m,h,n,h,a,f,f,f,f,f,f,f,f,f,b,m,i,o,c,i
r,k,n,h,e,h,a,f,f,t,f,t,f,f,t,f,a,l,i,o,c,i
r,n,n,b,e,c,a,f,t,f,t,f,f,f,t,f,c,m,i,m,o,i
r,n,m,t,n,s,f,f,f,f,f,f,t,f,t,t,c,s,i,o,c,i
p,k,n,b,n,s,d,f,f,t,f,f,f,f,t,t,c,l,i,o,c,i
p,f,s,h,e,h,b,f,t,f,f,f,f,t,t,f,b,m,i,m,?,i
p,o,s,d,e,s,d,f,t,f,f,t,f,f,t,t,a,s,i,o,c,i
p,o,s,t,e,t,d,f,f,f,t,f,f,f,f,t,a,l,i,m,?,i
p,o,n,t,e,h,a,f,f,f,f,f,f,f,f,t,b,m,s,m,?,i
r,o,m,t,d,s,b,f,f,f,f,f,f,f,t,f,a,l,s,m,o,i
p,f,m,v,d,h,c,f,f,t,f,f,f,f,f,f,c,m,i,o,o,i
r,n,n,b,n,c,e,f,f,f,f,f,f,f,f,f,b,m,l,o,o,i
p,k,n,a,n,h,a,f,f,t,f,f,f,f,f,t,c,m,i,o,c,i
p,n,n,a,d,h,e,f,f,f,t,t,f,f,t,t,b,l,s,o,c,i
r,n,n,t,n,c,d,f,t,t,f,t,f,f,f,t,a,m,s,m,?,i
p,n,s,d,e,s,c,f,f,f,f,f,f,f,f,t,b,s,i,m,o,i
p,o,m,a,d,h,a,t,f,f,f,f,f,f,t,f,a,s,s,o,?,i
p,f,n,t,e,c,c,f,t,f,f,f,t,f,t,t,a,s,l,o,?,i
p,u,n,v,d,p,b,t,t,t,f,f,f,f,f,f,b,s,i,o,?,i
r,u,n,r,d,p,a,t,t,f,f,f,t,t,f,f,b,s,i,o,o,i
r,u,n,v,n,t,f,f,t,t,f,f,f,t,f,t,a,s,i,o,?,i
r,n,n,d,e,s,c,t,f,f,f,f,f,f,f,t,a,l,s,o,c,i
p,u,m,t,d,p,a,f,t,f,t,f,f,f,f,t,a,s,i,o,?,i
p,o,m,t,e,c,b,f,t,t,f,f,f,f,f,t,c,l,s,o,c,i
r,u,m,t,e,h,a,f,t,f,f,f,f,f,f,t,c,s,i,o,c,i
p,n,s,v,e,t,f,f,f,f,f,f,f,f,f,t,a,l,l,m,o,i
r,n,n,d,d,p,b,f,f,f,t,t,t,f,f,t,c,l,i,m,?,i
p,u,m,a,d,c,c,f,f,t,t,f,f,f,f,t,b,l,s,o,o,i
r,n,n,v,e,s,e,f,f,f,t,f,f,f,t,t,a,m,s,o,?,i
r,n,n,v,e,s,a,t,f,f,t,f,f,t,f,f,a,m,i,m,c,i
r,n,n,h,n,t,c,f,f,t,t,f,f,f,f,t,b,m,i,o,?,i
p,n,n,b,d,t,d,f,f,f,f,t,f,f,f,t,b,s,i,m,o,i
r,n,n,t,n,s,f,f,f,f,t,t,f,f,f,t,b,s,l,m,c,i
r,u,n,v,n,s,d,f,f,t,t,f,f,f,f,t,c,l,l,m,?,i
r,u,n,v,d,h,a,f,f,f,f,f,f,f,f,t,a,s,i,o,o,i
r,u,s,v,d,s,b,f,f,f,f,f,f,t,f,t,a,m,i,m,o,i
p,n,n,d,e,h,b,t,f,f,t,f,f,f,f,t,b,l,i,o,c,i
p,n,n,a,n,t,c,f,f,f,f,t,f,f,t,t,b,l,i,o,?,i
p,n,f,r,d,s,f,f,t,f,f,f,f,t,f,t,a,m,i,o,c,i
r,n,n,t,d,c,a,f,f,t,f,f,f,t,f,f,c,m,i,m,o,i
r,n,n,a,e,h,b,f,f,f,t,f,f,f,t,t,b,s,i,m,o,i
p,o,s,t,n,s,c,f,f,f,f,f,t,f,t,t,a,l,i,m,c,i
r,u,n,t,d,h,a,t,t,f,f,f,f,f,f,t,b,s,i,m,o,i
r,k,n,t,d,h,c,f,f,f,f,t,f,f,f,t,a,m,i,o,c,i
r,n,n,r,d,c,a,f,f,f,f,f,f,f,f,t,a,l,s,m,o,i
r,n,n,d,n,h,e,f,t,t,t,f,f,f,f,t,c,m,l,m,o,i
r,n,m,a,e,t,b,f,f,t,f,f,f,f,f,t,a,s,s,m,c,i
r,n,n,a,e,s,c,f,t,f,f,f,f,f,f,t,a,s,s,o,?,i
p,k,n,t,n,t,d,t,f,f,f,f,t,f,t,t,a,l,l,m,o,i
p,n,m,a,e,h,b,t,t,f,f,f,f,f,f,t,b,m,i,o,?,i
p,k,f,a,n,h,b,f,f,f,f,f,f,t,t,t,c,m,s,m,c,i
r,o,n,b,d,s,c,f,f,f,f,f,f,f,f,f,b,m,s,o,c,i
p,n,n,d,d,s,e,f,f,f,f,f,f,f,f,f,b,m,i,o,o,i
p,n,s,b,e,h,c,f,f,f,f,f,t,f,t,t,b,l,s,m,c,i
p,n,m,r,d,t,c,t,f,t,t,f,f,f,f,f,c,m,s,o,?,i
r,n,n,v,n,c,d,f,f,t,f,f,f,f,t,f,c,m,s,m,?,i
r,k,n,t,e,s,c,f,f,f,f,f,t,f,f,t,b,l,s,o,o,i
r,o,m,a,d,s,e,t,t,t,f,f,t,f,t,t,a,l,s,o,o,i
p,u,n,t,n,h,a,t,f,f,f,f,f,f,f,t,a,m,l,o,c,i
r,k,n,a,e,p,c,f,f,f,f,f,f,t,t,f,b,m,s,m,c,i
p,n,s,d,e,c,f,f,f,f,t,f,f,f,t,t,b,m,i,o,o,i
r,n,n,b,d,s,d,f,t,t,f,f,t,f,t,f,a,l,i,m,o,i
r,n,n,a,n,s,c,f,t,t,f,f,f,t,f,f,a,l,i,o,c,i
r,n,n,t,e,s,e,f,t,t,f,f,f,f,f,f,a,l,i,o,?,i
p,u,s,a,n,h,c,f,f,f,f,f,f,f,t,t,b,l,l,o,?,i
p,k,n,d,n,s,c,f,f,f,f,f,f,t,f,t,c,l,i,o,o,i
r,n,m,a,e,s,a,f,f,f,f,f,f,f,t,t,b,m,i,o,o,i
r,n,n,v,d,p,a,f,f,t,f,f,f,f,f,t,b,m,i,m,o,i
r,n,n,t,e,h,a,f,t,t,f,f,f,t,f,t,a,m,i,o,c,i
p,u,s,t,d,t,e,f,f,f,t,f,f,t,f,t,a,l,i,m,o,i
r,n,n,a,n,c,c,f,t,t,t,t,f,f,f,t,a,m,s,o,o,i
p,n,n,d,d,s,f,f,t,f,f,f,f,f,f,t,a,m,l,o,o,i
r,n,m,t,d,s,a,t,t,t,t,f,f,f,f,t,a,m,i,m,c,i
r,o,n,v,e,h,b,f,f,f,f,f,f,f,f,t,b,s,i,o,c,i
r,k,n,t,e,c,d,f,f,f,f,f,f,f,f,f,a,l,s,o,?,i
p,k,m,r,e,h,a,t,t,f,f,t,f,f,t,t,b,m,s,o,o,i
r,n,n,b,n,t,c,f,t,f,t,f,f,t,f,t,b,m,i,m,o,i
p,n,m,r,n,c,a,f,f,f,f,f,f,t,f,f,a,l,l,m,c,i
r,o,n,a,n,h,a,f,f,t,f,f,f,f,t,t,c,m,i,o,?,i
r,n,n,t,e,s,c,f,t,t,t,f,f,f,f,t,a,m,s,m,c,i
p,n,m,d,e,s,d,f,t,f,f,t,f,f,f,f,a,m,i,o,o,i
p,k,n,b,n,h,b,f,f,f,t,f,t,f,t,f,c,m,s,m,o,i
p,n,s,t,d,s,b,f,f,f,f,f,f,f,t,t,a,l,i,m,o,i
p,n,s,a,d,p,b,f,f,t,f,f,f,f,t,t,b,m,s,o,?,i
p,o,m,t,d,h,a,t,f,f,f,f,f,f,f,t,b,m,i,o,o,i
r,k,n,b,e,s,f,f,f,f,f,f,f,f,t,t,a,l,l,m,?,i
r,n,n,a,e,c,d,t,t,t,f,t,f,f,f,f,a,m,s,m,o,i
r,n,s,t,d,h,a,t,f,t,f,f,f,f,t,t,a,m,l,o,?,i
p,f,n,a,d,s,b,f,f,f,f,f,f,f,f,f,b,m,i,m,c,i
p,n,m,r,d,h,a,f,f,f,f,f,f,f,f,t,b,s,i,o,o,i
p,n,m,d,e,c,b,t,t,t,f,f,f,f,t,t,c,m,i,m,o,i
r,k,n,v,d,h,f,f,f,t,f,f,f,f,f,t,b,m,i,m,c,i
p,k,n,b,n,s,a,f,t,f,f,t,t,t,f,t,a,m,i,o,o,i
p,u,m,v,n,c,f,f,f,t,f,f,f,f,f,f,b,m,l,o,c,i
r,n,n,t,n,c,e,f,f,f,f,f,f,f,f,f,b,l,s,m,c,i
p,n,n,r,n,s,e,f,f,t,f,f,f,f,f,t,b,s,i,o,o,i
p,k,n,t,n,s,c,f,f,f,t,f,f,f,t,t,c,m,l,o,o,i
p,k,m,t,e,c,b,f,t,t,f,f,f,f,t,t,c,l,i,m,o,i
p,n,n,r,e,s,e,f,t,t,f,t,t,f,f,t,a,m,s,o,o,i
p,k,n,t,n,t,e,f,t,f,f,f,f,f,t,t,b,l,s,o,o,i
p,n,m,r,e,s,c,f,t,t,t,f,f,f,f,t,c,l,i,m,?,i
p,o,m,r,e,c,a,f,t,t,f,f,t,f,t,t,a,s,l,o,c,i
p,o,s,t,d,t,a,f,f,f,t,t,f,f,f,f,b,m,i,m,?,i
p,n,n,a,e,h,a,f,f,f,f,f,f,f,t,f,c,m,i,m,c,i
p,u,s,r,n,h,a,t,t,f,f,f,f,f,f,f,c,l,i,o,o,i
p,u,m,v,e,s,c,f,f,t,f,f,f,t,f,t,a,s,s,o,c,i
r,n,m,v,d,c,e,f,t,f,f,f,f,f,t,t,b,l,i,o,o,i
r,n,n,a,e,t,d,f,f,t,f,f,f,f,f,t,a,s,i,m,o,i
p,k,n,d,n,t,d,f,f,f,f,f,t,f,f,t,c,l,s,o,c,i
r,n,n,a,n,h,e,f,f,f,t,f,f,t,f,t,b,m,i,m,o,i
r,n,n,t,e,p,d,f,t,t,t,f,f,t,f,f,a,s,i,o,?,i
r,n,n,r,d,p,c,t,t,f,t,f,t,f,f,t,b,s,s,o,o,i
p,u,s,t,d,s,e,t,t,f,f,f,f,f,f,t,c,m,l,m,c,i
r,n,n,t,n,p,b,f,f,f,f,f,t,f,t,t,b,m,i,m,?,i
p,o,s,t,d,s,f,f,t,f,t,f,f,f,f,t,a,m,i,o,o,i
r,n,n,d,n,t,a,f,f,f,f,f,f,f,t,t,c,m,i,o,o,i
p,n,m,d,d,p,d,f,t,f,f,f,f,f,t,t,a,l,l,o,?,i
r,u,n,h,n,h,c,f,f,t,t,f,f,f,f,f,a,l,i,o,o,i
p,n,m,a,e,h,c,f,f,f,f,f,f,t,f,t,c,m,i,o,?,i
r,n,n,a,e,t,c,f,t,f,f,f,f,f,f,t,c,m,s,o,o,i
r,n,s,v,e,s,a,t,t,f,t,f,f,f,f,t,c,l,s,o,o,i
p,f,n,a,n,h,e,f,t,f,f,f,f,f,f,t,b,s,s,o,c,i
r,n,n,a,n,h,b,f,t,t,t,f,t,f,f,f,b,l,i,o,o,i
p,n,s,t,d,h,c,f,f,f,t,f,f,t,f,t,a,m,i,o,o,i
p,n,n,b,d,s,e,f,f,f,f,f,f,f,t,f,a,l,i,o,o,i
p,n,m,r,d,s,d,f,t,f,f,f,f,f,t,f,a,l,i,m,c,i
r,n,n,a,e,t,e,f,t,t,f,f,f,f,t,f,a,s,s,o,c,i
r,k,n,t,e,p,a,f,t,f,t,f,f,f,f,t,a,m,l,o,?,i
r,n,n,v,d,p,b,f,f,t,t,f,f,f,f,f,c,m,i,m,?,i
r,n,n,r,n,h,b,f,t,f,f,f,f,f,t,t,b,l,i,o,?,i
p,f,n,t,d,c,f,f,f,f,f,t,t,f,t,t,b,m,l,o,o,i
p,f,n,a,d,h,e,t,t,t,f,t,f,t,f,t,a,l,s,o,o,i
r,n,m,h,d,c,e,f,t,f,f,f,f,f,t,t,c,m,i,m,c,i
p,n,f,r,e,p,d,f,t,f,f,f,f,t,f,t,a,s,i,o,c,i
p,n,n,b,d,s,b,f,f,t,f,f,f,f,f,f,a,m,i,o,?,i
p,u,n,r,n,t,b,f,f,f,f,f,f,f,t,f,c,m,i,o,?,i
r,n,n,h,e,t,d,t,t,t,t,f,f,f,f,t,a,l,i,o,c,i
r,n,m,a,e,h,a,t,f,t,t,f,f,f,f,t,a,l,s,o,o,i
