year,bank,baseBank,charter,charter2,atvType,assets_b,roa,nim,efficiency,npl,funding,book,region,sFlag,tFlag
2021,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,17.019,2.802,3.964,48.25,0.398,Wholesale,Cards,South,,T
2021,OpenRail ILC,OpenRail,Fintech / ILC,ILC affiliate,Digital-only,19.981,2.731,4.221,52.19,0.293,Core,Retail loans,South,,
2021,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,19.028,2.512,4.026,43.51,0.385,Core,Treasury,West,,
2022,OpenRail ILC,OpenRail,Fintech / ILC,ILC affiliate,Digital-only,19.473,2.838,3.916,44.35,0.494,Wholesale,Cards,South,,
2022,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,19.454,2.889,4.171,48.32,0.513,Core,Retail loans,West,,
2022,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,20.846,2.931,3.809,47.51,0.424,Core,Treasury,South,,T
2023,OpenRail ILC,OpenRail,Fintech / ILC,ILC affiliate,Digital-only,19.378,2.773,4.082,45.85,0.459,Wholesale,Cards,West,,
2023,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,19.997,2.874,4.614,44.98,0.404,Core,Retail loans,Northeast,,
2023,OpenRail ILC,OpenRail,Fintech / ILC,ILC affiliate,Digital-only,19.997,2.717,3.909,46.57,0.24,Core,Treasury,Northeast,,
2024,OpenRail ILC,OpenRail,Fintech / ILC,,Digital-only,22.962,2.885,4.26,49.67,0.442,Wholesale,Cards,South,,T
2024,OpenRail ILC,OpenRail,Fintech / ILC,ILC affiliate,Digital-only,21.756,3.038,4.144,51.48,0.402,Wholesale,Retail loans,West,,
2024,OpenRail ILC,OpenRail,Fintech / ILC,ILC affiliate,Digital-only,21.358,2.984,4.0,47.75,0.483,Wholesale,Treasury,West,,T
2014,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,1.41,1.728,4.263,44.7,0.537,Wholesale,Cards,Northeast,,
2014,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,1.547,1.845,3.915,47.67,0.496,Core,Retail loans,South,,
2014,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,1.384,1.692,3.872,47.94,0.538,Core,Treasury,South,,
2015,CloudMint Bank,CloudMint,Fintech / ILC,ILC affiliate,Digital-only,1.488,1.835,4.327,54.94,0.652,Wholesale,Cards,South,,
2015,CloudMint Bank,CloudMint,Fintech / ILC,ILC affiliate,Digital-only,1.621,1.814,4.311,47.85,0.591,Core,Retail loans,Northeast,,T
2015,CloudMint Bank,CloudMint,Fintech / ILC,ILC affiliate,Digital-only,1.784,1.923,4.198,46.43,0.237,Core,Treasury,South,,
2016,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,1.913,1.894,4.062,51.57,0.311,Core,Cards,Northeast,,
2016,CloudMint Bank,CloudMint,Fintech / ILC,ILC affiliate,Digital-only,1.866,1.943,3.84,46.92,0.543,Core,Retail loans,West,,T
2016,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,1.811,1.979,4.094,46.39,0.401,Wholesale,Treasury,West,,
2017,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,1.755,1.992,4.277,51.61,0.509,Core,Cards,South,,
2017,CloudMint Bank,CloudMint,Fintech / ILC,ILC affiliate,Digital-only,1.96,2.111,3.709,45.09,0.516,Core,Retail loans,Northeast,,
2017,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,1.821,2.027,4.084,51.08,0.224,Core,Treasury,Northeast,,
2018,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,1.88,2.073,3.917,43.3,0.447,Core,Cards,South,,
2018,CloudMint Bank,CloudMint,Fintech / ILC,ILC affiliate,Digital-only,2.017,2.23,4.104,47.72,0.507,Core,Retail loans,South,,T
2018,CloudMint Bank,CloudMint,Fintech / ILC,ILC affiliate,Digital-only,1.862,2.074,4.306,46.8,0.496,Wholesale,Treasury,Northeast,,
2019,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,2.134,2.388,4.455,50.88,0.384,Core,Cards,West,,
2019,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,2.224,2.214,4.055,41.35,0.487,Wholesale,Retail loans,West,,
2019,CloudMint Bank,CloudMint,Fintech / ILC,ILC affiliate,Digital-only,2.004,2.244,3.75,44.8,0.246,Wholesale,Treasury,West,,
2020,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,2.133,2.492,4.088,49.71,0.626,Wholesale,Cards,Northeast,,
2020,CloudMint Bank,CloudMint,Fintech / ILC,ILC affiliate,Digital-only,2.329,2.498,4.266,47.87,0.624,Core,Retail loans,South,,
2020,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,2.151,2.496,3.824,48.36,0.694,Wholesale,Treasury,West,,
2021,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,2.371,2.343,3.962,50.65,0.536,Wholesale,Cards,Northeast,,
2021,CloudMint Bank,CloudMint,Fintech / ILC,ILC affiliate,Digital-only,2.46,2.469,3.974,49.44,0.637,Wholesale,Retail loans,South,,
2021,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,2.676,2.349,3.909,47.67,0.29,Core,Treasury,West,,
2022,CloudMint Bank,CloudMint,Fintech / ILC,ILC affiliate,Digital-only,2.78,2.641,4.057,51.41,0.236,Core,Cards,Northeast,,
2022,CloudMint Bank,CloudMint,Fintech / ILC,ILC affiliate,Digital-only,2.64,2.547,3.972,50.38,0.485,Wholesale,Retail loans,South,,
2022,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,2.775,2.82,4.257,48.66,0.429,Core,Treasury,West,,T
2023,CloudMint Bank,CloudMint,Fintech / ILC,ILC affiliate,Digital-only,2.686,2.662,3.86,47.85,0.361,Wholesale,Cards,West,,T
2023,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,2.846,2.702,4.075,47.08,0.526,Wholesale,Retail loans,Northeast,,
2023,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,2.873,2.658,3.965,48.48,0.378,Core,Treasury,Northeast,,T
2024,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,3.248,2.875,4.23,43.99,0.374,Core,Cards,South,,T
2024,CloudMint Bank,CloudMint,Fintech / ILC,ILC affiliate,Digital-only,3.214,2.875,4.591,51.89,0.464,Wholesale,Retail loans,Northeast,,T
2024,CloudMint Bank,CloudMint,Fintech / ILC,,Digital-only,3.242,2.715,4.088,48.29,0.684,Wholesale,Treasury,South,,
2014,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,6.021,1.765,4.002,45.54,0.286,Core,Cards,South,,
2014,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,5.447,1.684,4.201,46.22,0.425,Wholesale,Retail loans,Northeast,,T
2014,Stripeway ILC,Stripeway,Fintech / ILC,ILC affiliate,Digital-only,5.795,1.655,4.144,46.88,0.369,Wholesale,Treasury,West,,T
2015,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,5.425,1.495,4.145,49.92,0.54,Core,Cards,Northeast,,
2015,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,5.472,1.65,4.071,47.48,0.533,Core,Retail loans,Northeast,,
2015,Stripeway ILC,Stripeway,Fintech / ILC,ILC affiliate,Digital-only,6.543,1.492,3.752,45.33,0.448,Core,Treasury,West,,T
2016,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,6.49,1.96,4.05,49.82,0.625,Wholesale,Cards,Northeast,,
2016,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,5.788,2.032,4.145,43.44,0.515,Wholesale,Retail loans,South,,
2016,Stripeway ILC,Stripeway,Fintech / ILC,ILC affiliate,Digital-only,6.251,1.951,4.228,51.55,0.571,Wholesale,Treasury,South,,
2017,Stripeway ILC,Stripeway,Fintech / ILC,ILC affiliate,Digital-only,7.185,1.8,4.282,46.92,0.357,Core,Cards,Northeast,,
2017,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,7.104,1.915,4.168,40.63,0.382,Wholesale,Retail loans,Northeast,,T
2017,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,6.529,1.74,4.506,46.65,0.327,Core,Treasury,Northeast,,T
2018,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,7.507,2.0,4.136,50.31,0.387,Core,Cards,Northeast,,
2018,Stripeway ILC,Stripeway,Fintech / ILC,ILC affiliate,Digital-only,7.591,2.07,4.075,50.16,0.539,Wholesale,Retail loans,West,,
2018,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,7.529,2.115,4.216,52.19,0.492,Core,Treasury,Northeast,,
2019,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,7.742,2.204,3.931,51.7,0.509,Core,Cards,West,,
2019,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,7.107,2.084,4.135,46.41,0.447,Wholesale,Retail loans,West,,
2019,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,8.013,2.144,4.088,50.32,0.291,Core,Treasury,West,,
2020,Stripeway ILC,Stripeway,Fintech / ILC,ILC affiliate,Digital-only,8.341,2.453,4.144,52.66,0.479,Core,Cards,West,,T
2020,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,7.721,2.496,3.776,50.65,0.72,Wholesale,Retail loans,West,,T
2020,Stripeway ILC,Stripeway,Fintech / ILC,ILC affiliate,Digital-only,8.699,2.62,3.853,47.37,0.478,Core,Treasury,West,,T
2021,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,8.274,2.369,3.838,44.2,0.401,Core,Cards,West,,
2021,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,9.186,2.458,4.501,43.51,0.382,Wholesale,Retail loans,Northeast,,T
2021,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,8.827,2.333,3.837,49.01,0.481,Wholesale,Treasury,West,,T
2022,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,8.959,2.79,4.214,42.65,0.419,Core,Cards,Northeast,,
2022,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,8.955,2.867,3.662,55.84,0.337,Core,Retail loans,South,,T
2022,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,9.586,2.647,4.225,45.85,0.198,Wholesale,Treasury,South,,
2023,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,11.211,2.768,4.096,44.39,0.432,Core,Cards,West,,T
2023,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,10.968,2.63,4.078,53.79,0.58,Wholesale,Retail loans,South,,T
2023,Stripeway ILC,Stripeway,Fintech / ILC,ILC affiliate,Digital-only,11.22,2.544,4.044,44.04,0.462,Core,Treasury,Northeast,,
2024,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,10.274,2.835,4.391,55.09,0.498,Core,Cards,West,,
2024,Stripeway ILC,Stripeway,Fintech / ILC,,Digital-only,10.163,2.998,4.158,48.84,0.511,Wholesale,Retail loans,West,,T
2024,Stripeway ILC,Stripeway,Fintech / ILC,ILC affiliate,Digital-only,11.269,2.82,4.071,45.13,0.46,Core,Treasury,South,,
2014,Neon Branch,Neon,Fintech / ILC,,Digital-only,9.946,1.784,4.393,43.46,0.6,Wholesale,Cards,West,,T
2014,Neon Branch,Neon,Fintech / ILC,,Digital-only,9.846,1.729,4.134,47.36,0.46,Wholesale,Retail loans,Northeast,,
2014,Neon Branch,Neon,Fintech / ILC,,Digital-only,8.59,1.818,4.57,45.85,0.476,Core,Treasury,Northeast,,T
2015,Neon Branch,Neon,Fintech / ILC,ILC affiliate,Digital-only,9.605,2.014,3.891,46.96,0.399,Wholesale,Cards,Northeast,,
2015,Neon Branch,Neon,Fintech / ILC,,Digital-only,9.74,2.042,4.08,51.08,0.716,Wholesale,Retail loans,South,,T
2015,Neon Branch,Neon,Fintech / ILC,ILC affiliate,Digital-only,10.749,1.947,3.899,46.81,0.407,Wholesale,Treasury,South,,
2016,Neon Branch,Neon,Fintech / ILC,,Digital-only,10.076,1.9,4.259,52.47,0.425,Wholesale,Cards,West,,T
2016,Neon Branch,Neon,Fintech / ILC,ILC affiliate,Digital-only,10.082,1.893,4.184,50.3,0.578,Core,Retail loans,West,,T
2016,Neon Branch,Neon,Fintech / ILC,,Digital-only,10.82,1.746,4.13,49.39,0.305,Core,Treasury,Northeast,,
2017,Neon Branch,Neon,Fintech / ILC,ILC affiliate,Digital-only,12.39,2.216,4.184,42.84,0.526,Core,Cards,South,,
2017,Neon Branch,Neon,Fintech / ILC,,Digital-only,10.956,2.284,3.857,48.5,0.6,Wholesale,Retail loans,West,,T
2017,Neon Branch,Neon,Fintech / ILC,,Digital-only,11.414,2.299,3.914,50.69,0.321,Core,Treasury,South,,T
2018,Neon Branch,Neon,Fintech / ILC,,Digital-only,11.753,2.306,3.87,44.73,0.598,Wholesale,Cards,Northeast,,T
2018,Neon Branch,Neon,Fintech / ILC,,Digital-only,13.177,2.174,4.353,50.9,0.45,Core,Retail loans,West,,T
2018,Neon Branch,Neon,Fintech / ILC,ILC affiliate,Digital-only,12.007,2.329,3.867,46.53,0.525,Wholesale,Treasury,West,,T
2019,Neon Branch,Neon,Fintech / ILC,,Digital-only,13.478,2.09,4.264,46.52,0.489,Wholesale,Cards,Northeast,,
2019,Neon Branch,Neon,Fintech / ILC,,Digital-only,13.984,2.168,4.251,49.26,0.362,Wholesale,Retail loans,South,,T
2019,Neon Branch,Neon,Fintech / ILC,ILC affiliate,Digital-only,12.894,2.174,4.01,42.93,0.414,Wholesale,Treasury,Northeast,,
2020,Neon Branch,Neon,Fintech / ILC,ILC affiliate,Digital-only,13.432,2.625,3.958,46.42,0.56,Core,Cards,West,,
2020,Neon Branch,Neon,Fintech / ILC,,Digital-only,13.372,2.336,3.93,44.9,0.339,Core,Retail loans,West,,T
2020,Neon Branch,Neon,Fintech / ILC,,Digital-only,14.136,2.55,3.95,48.4,0.618,Core,Treasury,West,,
2021,Neon Branch,Neon,Fintech / ILC,ILC affiliate,Digital-only,13.603,2.601,3.932,47.36,0.564,Wholesale,Cards,South,,
2021,Neon Branch,Neon,Fintech / ILC,ILC affiliate,Digital-only,14.825,2.704,4.018,46.41,0.394,Core,Retail loans,South,,
2021,Neon Branch,Neon,Fintech / ILC,ILC affiliate,Digital-only,14.257,2.547,4.389,48.83,0.511,Core,Treasury,Northeast,,T
2022,Neon Branch,Neon,Fintech / ILC,,Digital-only,15.249,2.593,4.012,47.23,0.427,Core,Cards,Northeast,,T
2022,Neon Branch,Neon,Fintech / ILC,,Digital-only,15.037,2.635,4.025,46.28,0.367,Wholesale,Retail loans,Northeast,,
2022,Neon Branch,Neon,Fintech / ILC,,Digital-only,16.061,2.587,4.257,43.6,0.277,Wholesale,Treasury,Northeast,,
2023,Neon Branch,Neon,Fintech / ILC,ILC affiliate,Digital-only,16.445,2.56,4.199,43.74,0.384,Wholesale,Cards,South,,T
2023,Neon Branch,Neon,Fintech / ILC,,Digital-only,17.264,2.778,4.213,45.02,0.371,Wholesale,Retail loans,Northeast,,
2023,Neon Branch,Neon,Fintech / ILC,ILC affiliate,Digital-only,18.816,2.692,3.943,49.02,0.553,Wholesale,Treasury,Northeast,,
2024,Neon Branch,Neon,Fintech / ILC,ILC affiliate,Digital-only,19.908,3.2,4.133,48.26,0.358,Core,Cards,South,,
2024,Neon Branch,Neon,Fintech / ILC,ILC affiliate,Digital-only,16.736,3.112,4.156,41.38,0.44,Wholesale,Retail loans,Northeast,,T
2024,Neon Branch,Neon,Fintech / ILC,,Digital-only,16.899,3.031,4.274,42.47,0.519,Core,Treasury,Northeast,,T
2014,PayStack Bank,PayStack,Fintech / ILC,,Digital-only,15.993,1.551,4.045,44.93,0.569,Core,Cards,Northeast,,T
2014,PayStack Bank,PayStack,Fintech / ILC,,Digital-only,15.849,1.673,4.331,45.4,0.433,Wholesale,Retail loans,West,,
2014,PayStack Bank,PayStack,Fintech / ILC,ILC affiliate,Digital-only,16.343,1.79,4.115,46.08,0.53,Wholesale,Treasury,South,,
2015,PayStack Bank,PayStack,Fintech / ILC,,Digital-only,17.83,1.814,4.303,48.42,0.34,Wholesale,Cards,South,,T
2015,PayStack Bank,PayStack,Fintech / ILC,,Digital-only,19.001,1.968,4.242,43.31,0.491,Wholesale,Retail loans,West,,T
2015,PayStack Bank,PayStack,Fintech / ILC,,Digital-only,19.205,1.95,3.887,41.52,0.553,Core,Treasury,South,,
2016,PayStack Bank,PayStack,Fintech / ILC,,Digital-only,20.67,1.701,4.174,41.11,0.525,Wholesale,Cards,West,,
2016,PayStack Bank,PayStack,Fintech / ILC,ILC affiliate,Digital-only,20.538,1.878,3.928,48.74,0.47,Core,Retail loans,South,,T
2016,PayStack Bank,PayStack,Fintech / ILC,,Digital-only,20.132,1.82,3.947,46.91,0.64,Core,Treasury,Northeast,,
2017,PayStack Bank,PayStack,Fintech / ILC,ILC affiliate,Digital-only,20.318,1.956,4.247,44.45,0.563,Core,Cards,West,,T
2017,PayStack Bank,PayStack,Fintech / ILC,,Digital-only,20.317,2.022,3.904,49.7,0.246,Core,Retail loans,West,,T
2017,PayStack Bank,PayStack,Fintech / ILC,,Digital-only,20.974,2.068,4.064,46.05,0.313,Wholesale,Treasury,West,,
2018,PayStack Bank,PayStack,Fintech / ILC,ILC affiliate,Digital-only,20.443,2.118,4.412,47.11,0.341,Core,Cards,West,,T
2018,PayStack Bank,PayStack,Fintech / ILC,,Digital-only,21.473,2.103,4.243,49.51,0.49,Wholesale,Retail loans,Northeast,,
2018,PayStack Bank,PayStack,Fintech / ILC,,Digital-only,19.818,2.174,4.079,50.96,0.441,Core,Treasury,West,,
2019,PayStack Bank,PayStack,Fintech / ILC,,Digital-only,23.769,2.281,4.141,50.8,0.35,Core,Cards,Northeast,,
2019,PayStack Bank,PayStack,Fintech / ILC,,Digital-only,25.075,2.157,4.161,44.93,0.448,Wholesale,Retail loans,South,,
2019,PayStack Bank,PayStack,Fintech / ILC,ILC affiliate,Digital-only,22.15,2.001,4.396,48.8,0.552,Wholesale,Treasury,West,,T
2020,PayStack Bank,PayStack,Fintech / ILC,,Digital-only,26.614,2.535,4.1,51.34,0.462,Wholesale,Cards,West,,
2020,PayStack Bank,PayStack,Fintech / ILC,,Digital-only,26.792,2.538,3.987,47.64,0.389,Core,Retail loans,South,,
2020,PayStack Bank,PayStack,Fintech / ILC,ILC affiliate,Digital-only,25.991,2.717,4.165,47.74,0.48,Core,Treasury,South,,
2021,PayStack Bank,PayStack,Fintech / ILC,,Digital-only,24.752,2.775,4.463,47.01,0.444,Wholesale,Cards,South,,
2021,PayStack Bank,PayStack,Fintech / ILC,,Digital-only,27.266,2.743,4.127,47.7,0.415,Wholesale,Retail loans,West,,T
2021,PayStack Bank,PayStack,Fintech / ILC,,Digital-only,29.005,2.7,4.077,46.75,0.499,Core,Treasury,South,,T
2022,PayStack Bank,PayStack,Fintech / ILC,ILC affiliate,Digital-only,26.943,2.491,4.174,47.26,0.295,Core,Cards,Northeast,,T
2022,PayStack Bank,PayStack,Fintech / ILC,ILC affiliate,Digital-only,30.313,2.417,3.944,52.64,0.592,Core,Retail loans,South,,
2022,PayStack Bank,PayStack,Fintech / ILC,,Digital-only,28.438,2.377,4.106,44.16,0.329,Wholesale,Treasury,West,,
2023,PayStack Bank,PayStack,Fintech / ILC,ILC affiliate,Digital-only,32.729,2.878,3.935,53.24,0.515,Core,Cards,South,,
2023,PayStack Bank,PayStack,Fintech / ILC,,Digital-only,28.225,3.021,4.374,46.38,0.441,Wholesale,Retail loans,West,,
2023,PayStack Bank,PayStack,Fintech / ILC,ILC affiliate,Digital-only,27.354,2.707,3.966,48.34,0.324,Wholesale,Treasury,Northeast,,
2024,PayStack Bank,PayStack,Fintech / ILC,ILC affiliate,Digital-only,34.608,3.014,3.992,46.5,0.312,Wholesale,Cards,South,,
2024,PayStack Bank,PayStack,Fintech / ILC,ILC affiliate,Digital-only,34.275,2.921,4.148,44.65,0.581,Core,Retail loans,Northeast,,T
2024,PayStack Bank,PayStack,Fintech / ILC,,Digital-only,30.541,3.029,4.443,48.89,0.575,Wholesale,Treasury,Northeast,,
2014,LedgerHive ILC,LedgerHive,Fintech / ILC,,Digital-only,12.317,1.379,3.829,49.05,0.385,Wholesale,Cards,South,,T
2014,LedgerHive ILC,LedgerHive,Fintech / ILC,,Digital-only,13.744,1.64,4.128,45.74,0.46,Core,Retail loans,Northeast,,T
2014,LedgerHive ILC,LedgerHive,Fintech / ILC,,Digital-only,14.396,1.604,4.272,50.41,0.503,Wholesale,Treasury,South,,
2015,LedgerHive ILC,LedgerHive,Fintech / ILC,ILC affiliate,Digital-only,13.971,1.797,3.824,46.97,0.502,Core,Cards,South,,T
2015,LedgerHive ILC,LedgerHive,Fintech / ILC,,Digital-only,14.558,1.722,4.112,42.8,0.461,Wholesale,Retail loans,South,,T
2015,LedgerHive ILC,LedgerHive,Fintech / ILC,ILC affiliate,Digital-only,15.011,1.967,3.832,52.67,0.51,Wholesale,Treasury,Northeast,,T
2016,LedgerHive ILC,LedgerHive,Fintech / ILC,,Digital-only,15.494,2.284,4.167,54.0,0.393,Core,Cards,South,,
2016,LedgerHive ILC,LedgerHive,Fintech / ILC,,Digital-only,14.842,2.367,3.954,41.38,0.437,Core,Retail loans,South,,T
2016,LedgerHive ILC,LedgerHive,Fintech / ILC,,Digital-only,14.964,2.326,4.087,51.12,0.502,Core,Treasury,West,,T
2017,LedgerHive ILC,LedgerHive,Fintech / ILC,,Digital-only,15.99,1.991,4.343,43.84,0.567,Core,Cards,West,,
2017,LedgerHive ILC,LedgerHive,Fintech / ILC,,Digital-only,16.571,2.124,4.157,50.98,0.394,Wholesale,Retail loans,West,,T
2017,LedgerHive ILC,LedgerHive,Fintech / ILC,,Digital-only,16.903,2.031,4.332,50.07,0.168,Core,Treasury,Northeast,,T
2018,LedgerHive ILC,LedgerHive,Fintech / ILC,ILC affiliate,Digital-only,17.629,2.533,4.17,49.93,0.579,Wholesale,Cards,West,,
2018,LedgerHive ILC,LedgerHive,Fintech / ILC,,Digital-only,15.998,2.646,4.243,45.18,0.38,Wholesale,Retail loans,Northeast,,T
2018,LedgerHive ILC,LedgerHive,Fintech / ILC,,Digital-only,18.562,2.602,4.212,49.4,0.602,Wholesale,Treasury,West,,
2019,LedgerHive ILC,LedgerHive,Fintech / ILC,ILC affiliate,Digital-only,16.91,2.487,4.048,47.16,0.353,Core,Cards,South,,T
2019,LedgerHive ILC,LedgerHive,Fintech / ILC,,Digital-only,20.204,2.499,4.154,47.26,0.379,Wholesale,Retail loans,Northeast,,
2019,LedgerHive ILC,LedgerHive,Fintech / ILC,,Digital-only,19.774,2.37,3.817,47.2,0.361,Wholesale,Treasury,South,,
2020,LedgerHive ILC,LedgerHive,Fintech / ILC,,Digital-only,19.093,2.238,4.245,45.7,0.456,Core,Cards,Northeast,,T
2020,LedgerHive ILC,LedgerHive,Fintech / ILC,,Digital-only,20.81,2.346,3.939,50.62,0.347,Core,Retail loans,Northeast,,
2020,LedgerHive ILC,LedgerHive,Fintech / ILC,,Digital-only,21.115,2.293,4.29,48.75,0.34,Core,Treasury,South,,
2021,LedgerHive ILC,LedgerHive,Fintech / ILC,,Digital-only,19.39,2.467,4.166,46.26,0.465,Wholesale,Cards,South,,T
2021,LedgerHive ILC,LedgerHive,Fintech / ILC,,Digital-only,19.293,2.555,4.556,50.94,0.551,Core,Retail loans,West,,T
2021,LedgerHive ILC,LedgerHive,Fintech / ILC,,Digital-only,22.082,2.548,3.983,50.9,0.37,Core,Treasury,South,,T
2022,LedgerHive ILC,LedgerHive,Fintech / ILC,,Digital-only,20.679,2.824,3.858,44.85,0.369,Wholesale,Cards,West,,T
2022,LedgerHive ILC,LedgerHive,Fintech / ILC,,Digital-only,22.795,2.639,4.313,45.27,0.595,Core,Retail loans,West,,
2022,LedgerHive ILC,LedgerHive,Fintech / ILC,ILC affiliate,Digital-only,24.706,2.589,4.336,46.87,0.373,Core,Treasury,West,,T
2023,LedgerHive ILC,LedgerHive,Fintech / ILC,ILC affiliate,Digital-only,25.256,2.748,4.493,49.95,0.569,Core,Cards,West,,
2023,LedgerHive ILC,LedgerHive,Fintech / ILC,,Digital-only,25.649,2.64,4.036,44.81,0.489,Wholesale,Retail loans,West,,
2023,LedgerHive ILC,LedgerHive,Fintech / ILC,,Digital-only,23.688,2.642,4.066,46.0,0.41,Core,Treasury,South,,
2024,LedgerHive ILC,LedgerHive,Fintech / ILC,,Digital-only,24.759,2.66,4.01,46.46,0.528,Wholesale,Cards,South,,
2024,LedgerHive ILC,LedgerHive,Fintech / ILC,ILC affiliate,Digital-only,26.805,2.6,4.266,45.79,0.563,Core,Retail loans,South,,
2024,LedgerHive ILC,LedgerHive,Fintech / ILC,ILC affiliate,Digital-only,24.59,2.66,4.107,46.33,0.1,Core,Treasury,South,,T
2014,SwiftPass Bank,SwiftPass,Fintech / ILC,,Digital-only,5.71,1.855,4.073,46.35,0.392,Wholesale,Cards,Northeast,,T
2014,SwiftPass Bank,SwiftPass,Fintech / ILC,,Digital-only,5.533,1.875,4.066,49.39,0.533,Core,Retail loans,South,,
2014,SwiftPass Bank,SwiftPass,Fintech / ILC,,Digital-only,5.417,1.847,4.042,52.4,0.559,Core,Treasury,West,,
2015,SwiftPass Bank,SwiftPass,Fintech / ILC,,Digital-only,6.037,1.766,3.833,49.22,0.489,Core,Cards,South,,
2015,SwiftPass Bank,SwiftPass,Fintech / ILC,,Digital-only,5.745,1.762,4.28,51.46,0.733,Wholesale,Retail loans,South,,
2015,SwiftPass Bank,SwiftPass,Fintech / ILC,,Digital-only,6.666,1.831,4.065,50.9,0.511,Core,Treasury,West,,T
2016,SwiftPass Bank,SwiftPass,Fintech / ILC,ILC affiliate,Digital-only,7.095,2.003,3.822,52.86,0.58,Core,Cards,West,,T
2016,SwiftPass Bank,SwiftPass,Fintech / ILC,ILC affiliate,Digital-only,6.288,2.024,4.204,46.82,0.535,Wholesale,Retail loans,Northeast,,
2016,SwiftPass Bank,SwiftPass,Fintech / ILC,ILC affiliate,Digital-only,6.485,2.104,4.046,48.88,0.411,Wholesale,Treasury,South,,
